cation,anion
CCOC(=O)C[n+]1c(N)n(C)c2ccccc21,[Br-]
CCCCn1c(N)[n+](CC(=O)OC)c2ccccc21,[Br-]
Nc1n(Cc2ccc([N+](=O)[O-])cc2)c2ccccc2[n+]1Cc1ccc([N+](=O)[O-])cc1,[Br-]
Cn1c(SCC(=O)c2ccccc2)[n+](N)c2ccccc21,[Br-]
N#CCCCn1c[n+](CCC#N)c2ccccc21,[Br-]
COC(=O)Cn1c(C)[n+](CC(C)=O)c2ccccc21,[Br-]
CCOC(=O)Cn1c(CC)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(OC)cc2)c2ccccc21,[Br-]
O=C(O)Cn1c(Cc2ccccc2)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
CCCCNC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
COC(=O)Cn1c(C)[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc21,[Br-]
CCOC(=O)Cn1c(Cc2ccccc2)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCCCN1C(=CC=Cc2n(CCCCCCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCCCCCCCN1C(=CC=Cc2n(CCCCCCCCCCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
C=CC[n+]1cn(C(C)CC#N)c2cccc(C)c21,[Br-]
Cc1cccc2c1[n+](CCCC#N)cn2C(C)CC#N,[Br-]
Cc1cccc2c1[n+](Cc1ccccc1)cn2C(C)CC#N,[Br-]
COC(=O)c1ccc(NC(=O)C[n+]2cn(C(C)CC#N)c3cccc(C)c32)cc1,[Br-]
COC(=O)C[n+]1c(N)n(NCc2ccccc2)c2ccccc21,[Br-]
C#CC[n+]1c(CO)n(CCC#N)c2ccccc21,[Br-]
C=CC[n+]1c(CO)n(CCC#N)c2ccccc21,[Br-]
CCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-]
Cc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-]
CCCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-]
N#CCCn1c(CO)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
Cc1n(CCC(N)=O)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-]
CCCCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-]
CC(O)c1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-]
Cc1n(N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-]
Cc1n(N)c2ccccc2[n+]1CC(=O)c1cccs1,[Br-]
Cc1n(N=Cc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-]
Cc1n(NCc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-]
Cc1n(N=Cc2ccc([N+](=O)[O-])cc2)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-]
Cc1n(NCc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1,[Br-]
CCn1c[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
C=CCn1c[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
O=C(C[n+]1cn(CO)c2ccccc21)c1ccccc1,[Br-]
C=CCn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21,[Br-]
CCn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21,[Br-]
C=C(Br)Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
O=C(C[n+]1cn(CO)c2ccccc21)c1ccc(Br)cc1,[Br-]
C=C(Br)Cn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21,[Br-]
O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1ccc(Br)cc1,[Br-]
Cn1c[n+](CCCn2c(=O)nc3n(-c4ccccc4)c4ccccc4nc-3c2=O)c2ccccc21,[Br-]
CC(=O)C[n+]1cn(Cc2ccccc2)c2ccccc21,[Br-]
CCOC(=O)C[n+]1c(C)n(Cc2ccccc2)c2ccccc21,[Br-]
CCOC(=O)Cn1c(C)[n+](CC(=O)OCC)c2ccccc21,[Br-]
CC(=O)C[n+]1cn(C)c2ccccc21,[Br-]
Cn1c(Sc2ccccc2)[n+](Cc2ccccc2)c2ccccc21,[Br-]
C=CCn1c[n+](CC=C)c2ccccc21,[Br-]
CC=CC[n+]1cn(CCOCC)c2ccccc21,[Br-]
C#CC[n+]1cn(CC=C)c2ccccc21,[Br-]
C=CCn1c[n+](Cc2ccccc2)c2ccccc21,[Br-]
CC=CC[n+]1cn(CCOCC)c2ccc(C)cc21,[Br-]
C=CC[n+]1cn(CCOCC)c2ccc(C)cc21,[Br-]
CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21,[Br-]
C=CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21,[Br-]
C=CCn1c[n+](Cc2ccc(Br)cc2)c2ccccc21,[Br-]
CCOCCn1c[n+](CCc2ccccc2)c2ccccc21,[Br-]
C=CCn1c[n+](CC#C[Si](C)(C)C)c2ccccc21,[Br-]
C#CC[n+]1cn(CCC[Si](C)(C)C)c2ccccc21,[Br-]
COCCn1c[n+](CCc2ccccc2)c2cc(C)ccc21,[Br-]
C[Si](C)(C)CCCn1c[n+](Cc2ccccc2)c2ccccc21,[Br-]
Cc1ccc2c(c1)[n+](CCc1ccccc1)cn2CCc1ccccc1,[Br-]
COc1ccccc1C[n+]1cn(CCC[Si](C)(C)C)c2ccccc21,[Br-]
O=[N+]([O-])c1ccc2c(c1)[n+](CCc1ccccc1)cn2CCc1ccccc1,[Br-]
c1ccc2c(c1)n(C13CC4CC(CC(C4)C1)C3)c[n+]2C12CC3CC(CC(C3)C1)C2,[Br-]
O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1cccs1,[Br-]
CCCCCCCC[n+]1c(C)n(CC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCCC[n+]1c(C)n(CCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCCC[n+]1c(C)n(CCCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCCC[n+]1c(C)n(CCCCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCN1C(=CC=Cc2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCCCN1C(=CC=Cc2n(CCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCCC)N(CCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCCN1C(=CC=Cc2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCCCCCN1C(=CC=Cc2n(CCCC(=O)O)c3cc(Cl)c(Cl)cc3[n+]2CCCCCCCCCC)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CC(C)Cn1c[n+](C)c2ccccc21,[Br-]
CC(C)n1c[n+](C(C)C)c2ccccc21,[Br-]
CC(C)Cn1c[n+](CC(C)C)c2ccccc21,[Br-]
CCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21,[Br-]
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)O,[Br-]
CNC(=O)C[n+]1c(N)n(Cc2ccccc2)c2ccccc21,[Br-]
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)Nc1ccccc1,[Br-]
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCO,[Br-]
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCBr,[Br-]
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21,[Br-]
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(C)cc2)c2ccccc21,[Br-]
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(OC)cc2)c2ccccc21,[Br-]
CCCCCCCCCCCC[n+]1c(N)n(CCCc2ccccc2)c2ccccc21,[Br-]
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(Cl)cc2)c2ccccc21,[Br-]
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCCCCCBr,[Br-]
CCCCCCCCCCCC[n+]1c(N)n(Cc2ccc(Cl)c(Cl)c2)c2ccccc21,[Br-]
CC(C)(C)OC(=O)NCCCCCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21,[Br-]
Nc1n(Cc2ccccc2)c2ccccc2[n+]1CCCCCCCCCCCCN1C(=O)c2ccccc2C1=O,[Br-]
O=C(Cn1cc[n+](CC(=O)c2ccccc2)c1)c1ccccc1,[Br-]
Cn1c[n+](C)c2cc(Cl)ccc21,[Br-]
CC(C(=O)c1ccc(-c2ccccc2)cc1)n1cc[n+](C(C)C(=O)c2ccc(-c3ccccc3)cc2)c1,[Br-]
Cn1cc[n+](CC(=O)c2ccc(C(N)=O)cc2)c1,[Br-]
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,[Br-]
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(-c2ccccc2)cc1,[Br-]
CC(=O)Cn1c(C)[n+](C)c2ccccc21,[Br-]
CCOC(=O)C[n+]1c(C)n(CC)c2ccccc21,[Br-]
Cn1c[n+](CC(=O)c2ccccc2)c2cc(Cl)ccc21,[Br-]
CCCCCCCCCCCCCCCCn1c(C)[n+](CCCCCCCCCCCCCCCC)c2ccccc21,[Br-]
Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c[n+]1CC(=O)c1ccccc1,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccc(Br)cc2)cn1C,[Br-]
CCn1c[n+](CC)c2ccccc21,[Br-]
Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(C)cc2)c2ccccc21,[Br-]
COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21,[Br-]
CCCCCCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
Cc1n(CCc2ccccc2)cc[n+]1CC(=O)c1ccc(Br)cc1,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CCc2ccccc2)cn1C,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccc(-c3ccccc3)cc2)cn1C,[Br-]
CCc1ccc(C(=O)C[n+]2ccn(C)c2)cc1,[Br-]
C[n+]1ccn(C(c2ccccc2)c2ccccc2)c1,[Br-]
O=C(Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21)c1ccccc1,[Br-]
CCOC(=O)C[n+]1cn(Cc2ccccc2)c2ccccc21,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccc(Br)cc2)cn1C,[Br-]
Cc1ccc(C(=O)C[n+]2ccn(C)c2)cc1,[Br-]
CCCn1cc[n+](CC(=O)c2ccccc2)c1,[Br-]
CC[n+]1ccn(C(c2ccccc2)c2ccccc2)c1,[Br-]
CCOC(=O)C[n+]1cn(C)c2ccccc21,[Br-]
C[Si](C)(C)CCCn1c[n+](Cc2ccc(Br)cc2)c2ccccc21,[Br-]
CCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C,[Br-]
CCCC[n+]1cc(C[C@H]2COC(=O)[C@H]2CC)n(C)c1,[Br-]
COC(=O)Cn1cc[n+](CC(=O)c2ccccc2)c1,[Br-]
CCCCCCCCn1c[n+](CCCCCCCC)c2ccccc21,[Br-]
CCCn1c[n+](CCC#N)c2ccccc21,[Br-]
CCCCCCCCCCn1cc[n+](C)c1C,[Br-]
CC[n+]1ccn(C)c1,[Br-]
Cn1cc[n+](CCO)c1,[Br-]
c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,[Br-]
CCC[n+]1ccn(C)c1,[Br-]
O=C(Cn1cc[n+](CC(=O)c2ccc(Br)cc2)c1)c1ccc(Br)cc1,[Br-]
CCCCCCCC[n+]1c(N)n(Cc2ccccc2)c2ccccc21,[Br-]
Cc1n(Cc2ccccc2)cc[n+]1CC(=O)c1ccccc1,[Br-]
CC(C)(C(=O)c1ccc(-c2ccccc2)cc1)n1cc[n+](C(C)(C)C(=O)c2ccc(-c3ccccc3)cc2)c1,[Br-]
Cn1cc[n+](CC(=O)c2ccc(-c3ccccc3)cc2)c1,[Br-]
Cc1ccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)cc1,[Br-]
Cc1n(CCCC(=O)O)c2ccccc2[n+]1Cc1ccccc1,[Br-]
CC(=O)C(C)[n+]1c(C)n(C)c2ccccc21,[Br-]
Cc1ccc2c(c1)[n+](CC(=O)c1ccccc1)cn2C,[Br-]
Cc1n(Cc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1,[Br-]
CCCCCCCCCn1c(C)[n+](CCCCCCCCC)c2ccccc21,[Br-]
O=C(Cn1cc[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c1)c1ccc([N+](=O)[O-])cc1,[Br-]
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(Br)cc1,[Br-]
CCOC(=O)C[n+]1c(C)n(C)c2ccccc21,[Br-]
COC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
CCOC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-]
CCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCN1C(=CC=Cc2n(CCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
Cn1cc[n+](CCc2ccc([N+](=O)[O-])cc2)c1,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccc(C)cc2)cn1C,[Br-]
CC(C(=O)c1ccccc1)[n+]1ccn(C)c1,[Br-]
N#CCC[n+]1ccn(CC(=O)c2ccccc2)c1,[Br-]
C=CC[n+]1cn(C)c2ccccc21,[Br-]
O=C(C[n+]1cn(Cc2ccccc2)c2ccccc21)c1ccccc1,[Br-]
C=CCn1c[n+](CC)c2ccccc21,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)cn1C,[Br-]
Cn1cc[n+](C(C)(C)C(=O)c2ccccc2)c1,[Br-]
CCCn1cc[n+](CCC)c1,[Br-]
CC(C)n1cc[n+](C(C)C)c1,[Br-]
CCCCCCCCCCCCn1c(C)[n+](CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
CCCCCCCCCC[n+]1c(C)n(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-]
Cn1cc[n+](C)c1,[Br-]
CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccccc2)cn1C,[Br-]
CCCCCCCCCCCCCCCCN1C(=CC=Cc2n(CCCCCCCCCCCCCCCC)c3ccccc3[n+]2CCCCCCCCCCCCCCCC)N(CCCCCCCCCCCCCCCC)c2ccccc21,[Br-]
C=CCn1c[n+](CCC#N)c2ccccc21,[Br-]
CCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C,[Br-]
CCCC[n+]1ccn(C)c1,[Br-]
C=CCn1cc[n+](C)c1,[Br-]
CC[n+]1ccn([C@@H](C)CO)c1,[Br-]
CCOC(=O)C[N+](C)(C)C,[Br-]
CCCCCCCCCCCCCCCC[N+](C)(C)CCCC,[Br-]
CCCCCCC(=O)C[N+](CC)(CC)CC,[Br-]
CCCCCCCCCCCCCCCC[N+](C)(CCO)CCO,[Br-]
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccccc1,[Br-]
CCCCCCCC[N+](C)(C)CCO,[Br-]
CCCCCCCCC[N+](C)(C)CCO,[Br-]
CCCCCCCCCCCC[N+](C)(C)CCO,[Br-]
CCCCCCCCCCCCCCC[N+](C)(C)CCO,[Br-]
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCO,[Br-]
CCCCCCCCCCCCCCC(O)C[N+](C)(C)CCO,[Br-]
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CO,[Br-]
CCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCCCC,[Br-]
CC(C)CCC[N+](C)(C)C,[Br-]
CC(C)[N+](C)(C)CCO,[Br-]
CCCC[N+](CC)(CC)CC,[Br-]
CCCC[N+](C)(C)CCCC,[Br-]
CCC(C)(O)C[N+](C)(C)C,[Br-]
CCC(C[N+](C)(C)C)OC,[Br-]
CCOC(CC)C[N+](C)(C)C,[Br-]
CCCC(C[N+](C)(C)C)OC,[Br-]
CCCCCCCCC[N+](C)(C)C,[Br-]
C[N+](C)(C)CCOCCO,[Br-]
CCCOC(CC)C[N+](C)(C)C,[Br-]
CCCCC(C[N+](C)(C)C)OC,[Br-]
CCCC(C[N+](C)(C)C)OCC,[Br-]
CCCCCCC[N+](CC)(CC)CC,[Br-]
CC[N+](C)(CCC(C)C)CCC(C)C,[Br-]
CCCC[N+](C)(CCCC)CCCC,[Br-]
CCOCC[N+](CC)(CC)CC,[Br-]
C#CC[N+](CC)(CC)CC,[Br-]
CCCCC(C[N+](C)(C)C)OCC,[Br-]
CCCCOC(CC)C[N+](C)(C)C,[Br-]
CCCCOC(CCC)C[N+](C)(C)C,[Br-]
C=CC[N+](C)(CC=C)CC=C,[Br-]
CCCCCCCCC(CC)C[N+](C)(C)C,[Br-]
CCCCCOC(CCC)C[N+](C)(C)C,[Br-]
CC[N+](C)(CC)CC(C)(O)CC(C)(C)C,[Br-]
C=C(OCC)[N+](C)(C)C,[Br-]
CC(CC1CCCCCC1)[N+](C)(C)C,[Br-]
C=COCC[N+](CC)(CC)CC,[Br-]
CC(CC1CCCCCCC1)[N+](C)(C)C,[Br-]
CC(CC(C)(C)C)C[N+](C)(C)CC(C)CC(C)(C)C,[Br-]
CCCCCCCCCCCC[N+](C)(C)CCCC,[Br-]
C#CC[N+](CC=C)(CC=C)CC=C,[Br-]
C=CC(O)C[N+](C)(C)CCCC,[Br-]
C=CC[N+](C)(C)Cc1ccccc1,[Br-]
C#CC[N+](CC#C)(CC=C)CCCC,[Br-]
Cc1ccccc1C[N+](C)(C)C,[Br-]
C=CC[N+](C)(C)c1ccccc1,[Br-]
CCCC(=O)OCC[N+](C)(C)C,[Br-]
C[N+](C)(C)CCCCc1ccccc1,[Br-]
C[N+](C)(C)CCCCCc1ccccc1,[Br-]
CCC[N+](C)(C)Cc1ccccc1,[Br-]
COc1ccc(C[N+](C)(C)C)cc1,[Br-]
CCCCCCCCCCCCCCCCCC[N+](CC)(CC)CC,[Br-]
CCCCCCCCCCCCCCCC[N+](C)(CCCC)CCCC,[Br-]
C[N+](C)(CCO)Cc1ccccc1,[Br-]
CC[N+](C)(CC)CC(O)c1ccccc1,[Br-]
CCCCCCCCCC[N+](C)(C)CC(=O)O,[Br-]
C#CC[N+](CC=C)(CC=C)c1ccccc1,[Br-]
CCC[N+](CCC)(CCC)Cc1ccccc1,[Br-]
CC[N+](C)(CC)C(CO)c1ccccc1,[Br-]
CCCCCCCCCCCCCCCC[N+](C)(C)C1CCCCC1,[Br-]
Cc1ccccc1C[N+](C)(C)c1ccccc1,[Br-]
CC[N+](CC)(Cc1ccccc1)Cc1ccccc1,[Br-]
CCc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-]
CCCCCCCCCCCC[N+](C)(C)CCOC(C)=O,[Br-]
CCC=Cc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-]
CCCCCC[N+](C)(C)c1ccccc1OC,[Br-]
C[N+](C)(CC(=O)c1ccccc1)CC1CCCCC1,[Br-]
C=CC[N+](C)(Cc1ccccc1)c1ccc(OC)cc1,[Br-]
C[N+](C)(C)C(OC(=O)c1ccccc1)c1ccccc1,[Br-]
CCCCCCCCCC[N+](C)(C)CCCCCCCCCCC(=O)O,[Br-]
C[N+](C)(CCCc1ccccc1)CC(=O)c1ccccc1,[Br-]
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCC,[Br-]
CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(C)=O,[Br-]
CCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-]
CCCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-]
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Br-]
COc1cccc(C[N+](C)(C)CC(=O)c2ccccc2)c1,[Br-]
CCCCCCCCCCCCCCCC[N+](CC)(CC)CCOC(C)=O,[Br-]
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)OC,[Br-]
CCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Br-]
CC[N+](CC)(CCCOc1ccccc1)CCCOc1ccccc1,[Br-]
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)OC,[Br-]
CCCCCCCCCCCc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-]
CCCCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCOC(C)=O,[Br-]
CCCCCCCCCCCCOc1ccccc1[N+](C)(C)CCCCCCCCCC,[Br-]
CCCCCCCCCCCCOc1ccccc1[N+](C)(C)CCCCCCCCCCCC,[Br-]
CCCCCCCCCCCCCC[N+](C)(C)c1ccccc1OCCCCCCCCCCCC,[Br-]
C[N+](C)(C)CCc1ccccc1,[Br-]
C[N+](C)(C)O,[Br-]
CCCC(C)[N+](C)(C)C,[Br-]
C[N+](C)(C)C1CCCC1,[Br-]
C=CC[N+](C)(C)C(C)(C)C,[Br-]
C[N+](C)(C)C1CCOC1,[Br-]
C[N+](C)(C)C1CCCCCC1,[Br-]
Cc1cc(C)c(C[N+](C)(C)C)cc1C,[Br-]
CCCCCCCCCCCC[N+](CC)(CCO)CCO,[Br-]
Cc1ccc(C[N+](C)(C)C)c2ccccc12,[Br-]
CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC,[Br-]
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC,[Br-]
CCCCC(C(=O)OC)[N+](C)(C)Cc1ccccc1,[Br-]
C[N+](C)(CCCCOc1ccccc1)Cc1ccccc1,[Br-]
CCCC(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,[Br-]
CCCCC(C(=O)OCC)[N+](C)(C)Cc1ccccc1,[Br-]
C[N+](C)(Cc1cccc(Oc2ccccc2)c1)c1ccccc1,[Br-]
CCCCCC[N+](CCCCCC)(CCCCCC)Cc1ccccc1,[Br-]
C[N+](C)(CCCCCOc1ccccc1)Cc1ccccc1,[Br-]
Cc1ccc(C(C)C)cc1C[N+](C)(C)Cc1cc(C(C)C)ccc1C,[Br-]
CCCCC(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,[Br-]
Cc1ccc(C(C)C)cc1C[N+](C)(Cc1ccccc1)Cc1ccccc1,[Br-]
C[N+](C)(CCCCOc1cccc2ccccc12)Cc1ccccc1,[Br-]
C[N+](C)(CCCCOc1ccc2ccccc2c1)Cc1ccccc1,[Br-]
CCCCCCC[N+](C)(C)C,[Br-]
C=CC[N+](C)(C)C=C(C)C,[Br-]
CC[N+](C)(C)C1CCCCO1,[Br-]
CC#CC[N+](CC)(CC)CC,[Br-]
Cc1cc(C)cc(C[N+](C)(C)C)c1,[Br-]
C#CC[N+](C)(C)CC#Cc1ccccc1,[Br-]
CC(C)=C[N+](C)(C)Cc1ccccc1,[Br-]
COc1ccc(CC[N+](C)(C)C)cc1,[Br-]
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC,[Br-]
C[N+](C)(CCc1ccccc1)c1ccccc1,[Br-]
CC(c1ccccc1)[N+](C)(C)c1ccccc1,[Br-]
Cc1cccc(C[N+](C)(C)CCO)c1C,[Br-]
Cc1ccccc1C[N+](C)(C)CCCO,[Br-]
CC(=O)OCC[N+](C)(C)Cc1ccccc1,[Br-]
Cc1cccc(C[N+](C)(C)CCCO)c1C,[Br-]
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,[Br-]
CCOC(=O)C(C)[N+](C)(C)Cc1ccccc1,[Br-]
CC[N+](CC)(CC)Cc1cccc(Oc2ccccc2)c1,[Br-]
CCCCCCCCCCCC[N+](C)(C)Cc1cc(C(C)C)ccc1C,[Br-]
CCCCCCCCCCCC[N+](C)(C)CCc1cc(C(C)C)ccc1C,[Br-]
CCC(CC(C)C)(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,[Br-]
CCCCCCCCCCCC[N+](CC)(CC)CCC,[Br-]
CCCCCCCCCCCC[N+](C)(CC)COCC,[Br-]
C[N+](C)(CCC(=O)O)CC(=O)O,[Br-]
CCCCCCCCCCCC[N+](C)(CC)CC(=O)O,[Br-]
CCCCCCCCCCCC[N+](C)(CC)Cc1ccccc1,[Br-]
CCCCCCCCCCCC[N+](C)(CCCC)Cc1ccccc1,[Br-]
C[N+](C)(C)Cc1ccc(O)cc1,[Br-]
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccc(O)cc1,[Br-]
CC(=O)C[N+](C)(C)Cc1ccccc1C,[Br-]
COC(=O)C[N+](C)(C)Cc1ccc(C)cc1,[Br-]
COC(=O)C[N+](C)(C)Cc1ccccc1C,[Br-]
CC(C)CC(=O)C[N+](C)(C)C,[Br-]
CCOC(C[N+](C)(C)C)OCC,[Br-]
C[N+](C)(C)CC(O)CO,[Br-]
CC[N+](CC)(CC)CC#Cc1ccccc1,[Br-]
C=CC[N+](C)(C)c1cc(C)ccc1O,[Br-]
COc1cc(C[N+](C)(C)C)cc(OC)c1,[Br-]
C=CC[N+](C)(C)c1cc(C)cc(C)c1O,[Br-]
C=C(C)C[N+](C)(C)c1cc(C)ccc1O,[Br-]
COc1ccc([N+](C)(C)Cc2ccccc2)cc1,[Br-]
C#CC[N+](C)(C)C(C(=O)c1ccccc1)c1ccccc1,[Br-]
Cc1ccc(O)c([N+](C)(C)CC=Cc2ccccc2)c1,[Br-]
COC(=O)C[N+](C)(C)Cc1cccc2ccccc12,[Br-]
CCCCCCCCCCCC[N+](C)(C)Cc1ccc(C(=O)c2ccccc2)cc1,[Br-]
C[N+](C)(C)c1ccc(C=O)cc1,[Br-]
C=CC=C(C)C[N+](C)(C)CC=Cc1ccccc1,[Br-]
C[N+](C)(CC#Cc1ccccc1)CC=Cc1ccccc1,[Br-]
