cation,anion
CCCCCCCCCCCCCCCCCC[n+]1ccc2ccccc2c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
CCCC[N+]1=C(C(C)C)SC[C@H]1CC,[I-]
CCCC[N+]1=C(C(C)C)SC[C@H]1CC,F[B-](F)(F)F
CCCC[N+]1=C(C(C)C)SC[C@H]1CC,F[P-](F)(F)(F)(F)F
CCCCCCCCCCCC[N+]1=C(C(C)C)SC[C@H]1CC,F[P-](F)(F)(F)(F)F
C[S+](C)C,F[B-](F)(F)F
C[S+](C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C[S+](C)C,N#C[N-]C#N
C[S+](C)C,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[S+](CC)CC,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[S+](CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[S+](C)C,N#C[N-]C#N
C[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](C)(C)C,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
COC[N+](C)(C)C,F[B-](F)(F)F
COC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCC[N+](C)(C)C,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F
CC(C)[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC(C)[N+](C)(C)C,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C=CC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C=CC[N+](C)(C)C,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C#CC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
COC=C(C)[NH+](C)C,F[B-](F)(F)F
COC=C(C)[NH+](C)C,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
CCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](C)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](C)(CC)CC,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](C)(CC)CC,O=C1[N-]S(=O)(=O)c2ccccc21
CCOC=C(C)[NH+](C)C,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
CC[N+](C)(C)CCOC,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
CC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CC[N+](CC)(CC)CC,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F
CC[N+](CC)(CC)CC,O=S(=O)([O-])OCC(F)(F)F
CC[N+](CC)(CC)CC,O=S(=O)([O-])OCC(F)(F)C(F)F
CC[N+](CC)(CC)CC,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F
CC[N+](CC)(CC)CC,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[N+](C)(C)CC,F[B-](F)(F)F
CCCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[N+](C)(C)CCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[N+](C)(C)CCC,N#C[C-](C#N)C#N
CCCCCC[N+](C)(C)C,F[B-](F)(F)F
CCCCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](C)(C(C)C)C(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](CC)(C(C)C)C(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCC(C)C[N+](CC)(CC)CC,[Br-]
CCC[N+](CCC)(CCC)CCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCC[N+](CCC)(CCC)CCC,O=C1[N-]S(=O)(=O)c2ccccc21
CCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCC[N+](CC)(CC)CC,CS(=O)(=O)[N-]S(C)(=O)=O
CCCCCC[N+](CC)(CC)CC,CS(=O)(=O)[O-]
CCCCCC[N+](CC)(CC)CC,Cc1ccc(S(=O)(=O)[O-])cc1
CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([O-])OCC(F)(F)F
CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([O-])OCC(F)(F)C(F)F
CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F
CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCC[N+](CCCC)(CCCC)CCCC,N#C[N-]C#N
CCCCCC[N+](CCCC)(CCCC)CCCC,Cc1ccc(S(=O)(=O)[O-])cc1
CCCCC[N+](CCCCC)(CCCCC)CCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCC[N+](CCCCC)(CCCCC)CCCCC,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCC[N+](CCCCC)(CCCCC)CCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,O=C([O-])c1ccccc1
CCCCCCCC[N+](CCC)(CCCCCCCC)CCCCCCCC,[Br-]
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC,[Cl-]
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCCCCCCCC[N+](CCCCC)(CCCCC)CCCCC,[Br-]
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCCCCCC[N+](C)(CCCCCCCCCCCC)CCCCCCCCCCCC,[Br-]
CCCCCCCCCCCCCC[NH3+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[N+](C)(C)C(C)C,F[B-](F)(F)F
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[N+](C)(C)C(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,[I-]
CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,[O-][Cl+3]([O-])([O-])[O-]
CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F
CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[P-](F)(F)(F)(F)F
CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,O=C([O-])C(F)(F)F
CCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F
CCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F
CCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,F[B-](F)(F)F
CCCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,F[B-](F)(F)F
CCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F
CCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F
CCCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F
CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC[N+](C)(C)Cc1ccccc1,F[B-](F)(F)F
CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC[N+](C)(C)Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](C)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F
CC[N+](CC)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,F[B-](F)(F)F
CCC[N+](C)(CC)CC,F[B-](F)(F)F
CCC[N+](C)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)F
CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)F
CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCC[N+](C)(CC)CC,F[B-](F)(F)F
CCCC[N+](C)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)F
CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)F
CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
COCC[N+](C)(C)C,F[B-](F)(F)F
COCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)F
COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)C(F)(F)F
COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
COCC[N+](C)(C)C,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC[N+](C)(C)CCOC,F[B-](F)(F)F
CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)F
CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)F
CC[N+](C)(C)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC[N+](C)(CC)CCOC,F[B-](F)(F)C(F)(F)F
CC[N+](CC)(CC)CCOC,F[B-](F)(F)F
CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)F
CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)F
CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,F[B-](F)(F)F
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[BH4-]
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=[N+]([O-])[O-]
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,Cc1ccc(S(=O)(=O)[O-])cc1
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([O-])OCC(F)(F)F
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([O-])OCC(F)(F)C(F)F
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([O-])O
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,F[P-](F)(F)(F)(F)F
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=P([O-])(O)O
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CC(=O)[O-]
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=C[O-]
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=C([O-])O
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CC=CC(=O)[O-]
CCCCCCCC[N+]12CCN(CC1)CC2,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCC[NH+](CCC)CCC,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F
CCC[NH+](CCC)CCC,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
CCC[NH+](CCC)CCC,O=C([CH-]C(=O)C(F)(F)F)c1ccco1
CCC[NH+](CCC)CCC,O=C([CH-]C(=O)C(F)(F)F)c1cccs1
CCCC[NH+](CCCC)CCCC,O=[N+]([O-])[O-]
CCCC[NH+](CCCC)CCCC,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F
CCCC[NH+](CCCC)CCCC,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
CCCC[NH+](CCCC)CCCC,O=C([CH-]C(=O)C(F)(F)F)c1ccco1
CCCC[NH+](CCCC)CCCC,O=C([CH-]C(=O)C(F)(F)F)c1cccs1
CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F
CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,O=C([CH-]C(=O)C(F)(F)F)c1ccco1
CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,O=C([CH-]C(=O)C(F)(F)F)c1cccs1
CCC[NH2+]CCC,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F
CCC[NH2+]CCC,O=C([CH-]C(=O)C(F)(F)F)c1cccs1
CCC[NH2+]CCC,N#C[S-]
CC(C)[NH2+]C(C)C,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
CC(C)[NH2+]C(C)C,O=C([CH-]C(=O)C(F)(F)F)c1cccs1
CCCC[NH2+]CCCC,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F
CCCC[NH2+]CCCC,O=C([CH-]C(=O)C(F)(F)F)c1cccs1
CC(C)C[NH2+]CC(C)C,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
CC(C)C[NH2+]CC(C)C,O=C([CH-]C(=O)C(F)(F)F)c1cccs1
CC[N+]12CCN(CC1)CC2,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[NH+](CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[NH3+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[NH3+],O=[N+]([O-])[O-]
CC[NH3+],O=S(=O)([O-])O
CC[NH3+],CC(=O)[O-]
CC[NH3+],O=C[O-]
C[N+](C)(C)CC#N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
O=[N+]([O-])[O-],[NH3+]CCO
[NH3+]CCO,COS(=O)(=O)[O-]
CCCCC[N+](C)(C)CCCCC,[Br-]
CCCCC[N+](C)(C)CCCCC,[I-]
CCCCCC[N+](C)(C)CCCCCC,[Br-]
CCCCCC[N+](C)(C)CCCCCC,[I-]
CCCCC[N+](CC)(CC)CCCCC,[Br-]
CCCCC[N+](CC)(CC)CCCCC,[I-]
CCCCCC[N+](CC)(CC)CCCCCC,[Br-]
CCCCCC[N+](CC)(CC)CCCCCC,[I-]
O=C1CCCCC[NH2+]1,O=[N+]([O-])[O-]
O=C1CCCCC[NH2+]1,O=C([O-])c1ccccc1
O=C1CCCCC[NH2+]1,O=C([O-])CCl
CCCC(=O)OCC[N+](C)(C)C,O=C1[N-]S(=O)(=O)c2ccccc21
CCCC(=O)OCC[N+](C)(C)C,CC1=CC(=O)[N-]S(=O)(=O)O1
C[N+](C)(C)CCO,O=P([O-])(O)O
O=C1CCC[NH2+]1,O=[N+]([O-])[O-]
O=C1CCC[NH2+]1,O=C([O-])c1ccccc1
O=C1CCC[NH2+]1,O=C([O-])CCl
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,F[B-](F)(F)F
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,O=N[O-]
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,F[B-](F)(F)F
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,O=[N+]([O-])[O-]
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,O=[N+]([O-])[O-]
C[N+](C)(C)CCCCS(=O)(=O)O,O=S(=O)([O-])O
C[NH3+],O=C[O-]
CCC[NH3+],O=[N+]([O-])[O-]
CCC[NH3+],O=C([O-])C(F)(F)F
CCC[NH3+],O=C[O-]
CCCC[NH3+],O=C[O-]
CCCC[NH3+],N#C[S-]
CCCCC[NH3+],O=C[O-]
CC(C)C[NH3+],O=C[O-]
CCC(C)C[NH3+],O=C[O-]
CC(C)CC[NH3+],O=C[O-]
C[N+](C)(C)CCCS(=O)(=O)O,O=S(=O)([O-])O
CC[N+](CC)(CC)CCCS(=O)(=O)O,O=S(=O)([O-])O
CCCC[N+](CCCC)(CCCC)CCCS(=O)(=O)O,O=S(=O)([O-])O
CC[N+](CC)(CC)Cc1ccccc1,N#C[N-]C#N
CC[N+](CC)(CC)Cc1ccccc1,O=S(=O)([O-])C(F)(F)F
CC[N+](CC)(CC)Cc1ccccc1,O=C1[N-]S(=O)(=O)c2ccccc21
CC[N+](CC)(CC)Cc1ccccc1,N#C[S-]
C[N+](C)(C)c1ccccc1,N#C[N-]C#N
C[N+](C)(C)c1ccccc1,O=S(=O)([O-])C(F)(F)F
C[N+](C)(C)c1ccccc1,Cc1ccc(S(=O)(=O)[O-])cc1
C[N+](C)(C)c1ccccc1,O=C1[N-]S(=O)(=O)c2ccccc21
C[N+](C)(C)c1ccccc1,N#C[S-]
CCCCCCCCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[N+](CC)(CC)COC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C[N+](C)(Cc1ccccc1)Cc1ccccc1,[Br-]
C[N+](C)(Cc1ccccc1)Cc1ccccc1,F[B-](F)(F)F
C[N+](C)(Cc1ccccc1)Cc1ccccc1,F[P-](F)(F)(F)(F)F
Cc1ccccc1C[N+](C)(C)Cc1ccccc1C,F[B-](F)(F)F
Cc1ccccc1C[N+](C)(C)Cc1ccccc1C,F[P-](F)(F)(F)(F)F
Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1,[Cl-]
Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1,F[B-](F)(F)F
Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1,F[P-](F)(F)(F)(F)F
Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1,[Br-]
Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1,F[B-](F)(F)F
Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1,F[P-](F)(F)(F)(F)F
CCCC[N+](C)(C)CCCC,F[P-](F)(F)(F)(F)F
CCCC[N+](C)=C(N(C)C)N(C)C,O=[N+]([O-])[O-]
CCCC[N+](C)=C(N(C)C)N(C)C,O=[N+]([O-])[N-][N+](=O)[O-]
Cn1cnn(C)c1=[N+](C)C,O=[N+]([O-])[O-]
C[NH+]=C1N(C)CCN1C,O=[N+]([O-])[O-]
CCC[NH+]=C1N(C)CCN1C,[O-][Cl+3]([O-])([O-])[O-]
CCC[N+](C)=C1N(C)CCN1C,[O-][Cl+3]([O-])([O-])[O-]
CCC[N+](C)=C1N(C)CCN1C,O=[N+]([O-])[O-]
CCCC[N+](C)=C1N(C)CCN1C,[O-][Cl+3]([O-])([O-])[O-]
CCCC[N+](C)=C1N(C)CCN1C,O=[N+]([O-])[O-]
CCCC[N+](C)=C1N(C)CCN1C,F[P-](F)(F)(F)(F)F
CCC[N+](C)=C1N(C)CCCN1C,[O-][Cl+3]([O-])([O-])[O-]
CCC[N+](C)=C1N(C)CCCN1C,O=[N+]([O-])[O-]
CCCC[N+](C)=C1N(C)CCCN1C,[O-][Cl+3]([O-])([O-])[O-]
CCCC[N+](C)=C1N(C)CCCN1C,O=[N+]([O-])[O-]
CCC[N+](C)=C1N(C)COCN1C,[O-][Cl+3]([O-])([O-])[O-]
CCC[N+](C)=C1N(C)COCN1C,O=[N+]([O-])[O-]
CCCCCCOc1cc2c3cc(OCCCCCC)c(OCCCCCC)cc3c3cc(OCCCCC[NH+]=C(N(C)C)N(C)C)c(OCCCCCC)cc3c2cc1OCCCCCC,[Cl-]
C[P+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[P+](CC)(CC)CC,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCCCCCCC[PH2+]C,[Cl-]
CCCCCCCCCCCCC[PH2+]C,[Br-]
CCCCCCCCCCCCC[PH2+]C,O=[N+]([O-])[O-]
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F
CCCCCC[P+](CC)(CCCCCC)CCCCCC,[Br-]
CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Br-]
CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=C([O-])c1ccccc1
CCCCCC[P+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCC[P+](C)(C)C,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCC[P+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F
O=S(=O)(Cl)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])C(F)(F)F
CC[P+](C)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCCCCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[P+](CC)(CC)COC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC[P+](CC)(CC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Br-]
CCOC(N(C)C)=[N+](C)C,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CCSC(N(C)C)=[N+](C)C,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
C[N+]1(CCO)CCOCC1,[Br-]
C[N+]1(CCO)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCC[N+]1(C)CCOCC1,[O-][Cl+3]([O-])([O-])[O-]
CCC[N+]1(C)CCOCC1,O=[N+]([O-])[O-]
CCC[N+]1(C)CCOCC1,F[P-](F)(F)(F)(F)F
C[N+]1(CCCF)CCOCC1,O=[N+]([O-])[O-]
C[N+]1(CCCF)CCOCC1,O=S(=O)([O-])C(F)(F)F
C[N+]1(CCCF)CCOCC1,F[P-](F)(F)(F)(F)F
C[N+]1(CCOCC(F)(F)F)CCOCC1,F[P-](F)(F)(F)(F)F
C[N+]1(C(OCCC(F)(F)C(F)(F)C(F)F)C(F)F)CCOCC1,F[P-](F)(F)(F)(F)F
C1COCC[NH2+]1,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F
C1COCC[NH2+]1,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
C1COCC[NH2+]1,O=C([CH-]C(=O)C(F)(F)F)c1ccco1
C1COCC[NH2+]1,O=C([CH-]C(=O)C(F)(F)F)c1cccs1
CC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[N+]1(C)CCOCC1,F[B-](F)(F)F
CCCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
COCC[N+]1(C)CCOCC1,F[B-](F)(F)F
COCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)F
COCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Cn1nn[n+](N)c1N,O=[N+]([O-])[N-][N+](=O)[O-]
CC1=[NH+]N(C)NN1C,[O-][Cl+3]([O-])([O-])[O-]
Cc1n(C)nn[n+]1N,[I-]
