Abbreviation	SMILES
pyr-6,1	CCCCCC[N+]1(C)CCCC1
pyr-7,1	CCCCCCC[N+]1(C)CCCC1
pyr-8,1	CCCCCCCC[N+]1(C)CCCC1
pyr-10,1	CCCCCCCCCC[N+]1(C)CCCC1
pyr-a,1	C[N+]1(CC=C)CCCC1
pyr-a,a	C=CC[N+]1(CC=C)CCCC1
pyr-1ph,1	C[N+]1(Cc2ccccc2)CCCC1
pyr-1ch,1	C[N+]1(CC2CCCCC2)CCCC1
pyr-1o1,1	COC[N+]1(C)CCCC1
pyr-2o1,1	COCC[N+]1(C)CCCC1
pyr-2o2,1	CCOCC[N+]1(C)CCCC1
pyr-[2o]21,1	COCCOCC[N+]1(C)CCCC1
pyr-2o1,2o1	COCC[N+]1(CCOC)CCCC1
pyr-2o1,2o2	CCOCC[N+]1(CCOC)CCCC1
pyr-[2o]21,[2o]21	COCCOCC[N+]1(CCOCCOC)CCCC1
pyr-2oh,1	C[N+]1(CCO)CCCC1
pyr-3oh,1	C[N+]1(CCCO)CCCC1
pyr-3[oh]2,1	C[N+]1(C[C@H](O)CO)CCCC1
pyr-1(o)pyr	O=C(N1CCCC1)[NH+]1CCCC1
pyr-1dmsodmsph,1	C[N+]1(C[Si](C)(C)O[Si](C)(C)c2ccccc2)CCCC1
pyr-6nh2,1	C[N+]1(CCCCCCN)CCCC1
pyr-1cn,1	C[N+]1(CC#N)CCCC1
pyr-3cn,1	C[N+]1(CCCC#N)CCCC1
pyr-3(1[f]),1	C[N+]1(CCCC(F)(F)F)CCCC1
pyr-2ono2,1	C[N+]1(CCO[N+]([O-])=O)CCCC1
dc[pyr-1]2-5	C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
dc[pyr-1]2-7	C[N+]1(CCCCCCC[N+]2(C)CCCC2)CCCC1
dc[pyr-1]2-9	C[N+]1(CCCCCCCCC[N+]2(C)CCCC2)CCCC1
dc[pyr-4]2-5	CCCC[N+]1(CCCCC[N+]2(CCCC)CCCC2)CCCC1
dc[pyr-1]2-3[2i]	CC(C[N+]1(C)CCCC1)C[N+]1(C)CCCC1
dc[pyr-1]2-5[3i]	CC(CC[N+]1(C)CCCC1)CC[N+]1(C)CCCC1
dc[pyr-1]2-4[1i]	C[C@@H](CCC[N+]1(C)CCCC1)[N+]1(C)CCCC1
dc[pyr-1]2-4[1i,4i]	C[C@@H](CC[C@H](C)[N+]1(C)CCCC1)[N+]1(C)CCCC1
dc[pyr-1]2-5[3i,3i]	CC(C)(CC[N+]1(C)CCCC1)CC[N+]1(C)CCCC1
dc[pyr-1]2-3[2ichch]	C[N+]1(CC(=C)C[N+]2(C)CCCC2)CCCC1
dc[pyr-1]-6-py	C[N+]1(CCCCCC[n+]2ccccc2)CCCC1
dc[pyr-4]-5-n-1,1,1	CCCC[N+]1(CCCCC[N+](C)(C)C)CCCC1
pip	C1CC[NH2+]CC1
pip-1	C[NH+]1CCCCC1
pip-2,1	CC[N+]1(C)CCCCC1
pip-3,1	CCC[N+]1(C)CCCCC1
pip-4,1	CCCC[N+]1(C)CCCCC1
pip-4i,1	CC(C)C[N+]1(C)CCCCC1
pip-4,2	CCCC[N+]1(CC)CCCCC1
pip-5,1	CCCCC[N+]1(C)CCCCC1
pip-5,2	CCCCC[N+]1(CC)CCCCC1
pip-6,1	CCCCCC[N+]1(C)CCCCC1
pip-7,1	CCCCCCC[N+]1(C)CCCCC1
pip-8,1	CCCCCCCC[N+]1(C)CCCCC1
pip-a,1	C[N+]1(CC=C)CCCCC1
pip-a,a	C=CC[N+]1(CC=C)CCCCC1
pip-1o1,1	COC[N+]1(C)CCCCC1
pip-1o1,2	CC[N+]1(COC)CCCCC1
pip-2o1,1	COCC[N+]1(C)CCCCC1
pip-2o1,2	CC[N+]1(CCOC)CCCCC1
pip-2o1,2o1	COCC[N+]1(CCOC)CCCCC1
pip-2o1,2o2	CCOCC[N+]1(CCOC)CCCCC1
pip-[2o]21,1	COCCOCC[N+]1(C)CCCCC1
pip-[2o]21,[2o]21	COCCOCC[N+]1(CCOCCOC)CCCCC1
pip-2oh,1	C[N+]1(CCO)CCCCC1
pip-2oh,2	CC[N+]1(CCO)CCCCC1
pip-3oh,1	C[N+]1(CCCO)CCCCC1
pip-3oh,2	CC[N+]1(CCCO)CCCCC1
pip-1coo1,2	CC[N+]1(CC(=O)OC)CCCCC1
pip-1cn,1	C[N+]1(CC#N)CCCCC1
pip-3cn,1	C[N+]1(CCCC#N)CCCCC1
pip-3(1[f]),1	C[N+]1(CCCC(F)(F)F)CCCCC1
pip-4,1,1[3]	CCCC[N@+]1(C)CCC[C@@H](C)C1
pip-6,1,1[3]	CCCCCC[N@+]1(C)CCC[C@@H](C)C1
pip-2o1,1,1[3]	COCC[N@+]1(C)CCC[C@@H](C)C1
pip-[2o]21,1,1[3]	COCCOCC[N@+]1(C)CCC[C@@H](C)C1
dc[pip-1]-3-n-1,1,1	C[N+](C)(C)CCC[N+]1(C)CCCCC1
pipz-2	CCN1CC[NH2+]CC1
dabco-6	CCCCCC[N@@+]12CC[N@@](CC1)CC2
dbu	C1C[NH+]=C2CCCCCN2C1
dbu-2	CC[N+]1=C2CCCCCN2CCC1
dbu-4	CCCC[N+]1=C2CCCCCN2CCC1
dbu-6	CCCCCC[N+]1=C2CCCCCN2CCC1
dbu-8	CCCCCCCC[N+]1=C2CCCCCN2CCC1
dbu-10	CCCCCCCCCC[N+]1=C2CCCCCN2CCC1
dbu-14	CCCCCCCCCCCCCC[N+]1=C2CCCCCN2CCC1
azp-4,1	CCCC[N+]1(C)CCCCCC1
azp-6,1	CCCCCC[N+]1(C)CCCCCC1
azp-2o1,1	COCC[N+]1(C)CCCCCC1
azp-[2o]21,1	COCCOCC[N+]1(C)CCCCCC1
azp-2o1,2o1	COCC[N+]1(CCOC)CCCCCC1
azp-[2o]21,[2o]21	COCCOCC[N+]1(CCOCCOC)CCCCCC1
tbdh-1	C[N+]1=C2NCCCN2CCC1
ox-3,1	CCC[N@+]1(C)CCOC1
ox-4,1	CCCC[N@+]1(C)CCOC1
ox-2o1,1	COCC[N@+]1(C)CCOC1
ox-3f,1	C[N@@+]1(CCCF)CCOC1
mo	C1COCC[NH2+]1
mo-1	C[NH+]1CCOCC1
mo-2	CC[NH+]1CCOCC1
mo-2,1	CC[N+]1(C)CCOCC1
mo-3,1	CCC[N+]1(C)CCOCC1
mo-4,1	CCCC[N+]1(C)CCOCC1
mo-5,1	CCCCC[N+]1(C)CCOCC1
mo-6,1	CCCCCC[N+]1(C)CCOCC1
mo-7,1	CCCCCCC[N+]1(C)CCOCC1
mo-8,1	CCCCCCCC[N+]1(C)CCOCC1
mo-9,1	CCCCCCCCC[N+]1(C)CCOCC1
mo-10,1	CCCCCCCCCC[N+]1(C)CCOCC1
mo-a,1	C[N+]1(CC=C)CCOCC1
mo-a,2	CC[N+]1(CC=C)CCOCC1
mo-3oh,1	C[N+]1(CCCO)CCOCC1
mo-2o1,1	COCC[N+]1(C)CCOCC1
mo-2o2,1	CCOCC[N+]1(C)CCOCC1
mo-2o4,1	CCCCOCC[N+]1(C)CCOCC1
mo-3f,1	C[N+]1(CCCF)CCOCC1
mo-2o1(1[f]),1	C[N+]1(CCOCC(F)(F)F)CCOCC1
mo-2o1(3[f]chf2),1	C[N+]1(CCOCC(F)(F)C(F)(F)C(F)(F)C(F)F)CCOCC1
guad-(1,1),(1,1)	CN(C)C(=[NH2+])N(C)C
guad-(1,1),(1,1),2	CC[NH+]=C(N(C)C)N(C)C
guad-(1,1),(1,1),(1,1)	CN(C)C(N(C)C)=[N+](C)C
guad-(2,1),(1,1),(1,1)	CCN(C)C(N(C)C)=[N+](C)C
guad-(2,2),(1,1),(1,1)	CCN(CC)C(N(C)C)=[N+](C)C
guad-(3,1),(1,1),(1,1)	CCCN(C)C(N(C)C)=[N+](C)C
guad-(3,2),(1,1),(1,1)	CCCN(CC)C(N(C)C)=[N+](C)C
guad-(3,3),(1,1),(1,1)	CCCN(CCC)C(N(C)C)=[N+](C)C
guad-(4,1),(1,1),(1,1)	CCCCN(C)C(N(C)C)=[N+](C)C
guad-(4,2),(1,1),(1,1)	CCCCN(CC)C(N(C)C)=[N+](C)C
guad-(4,3),(1,1),(1,1)	CCCCN(CCC)C(N(C)C)=[N+](C)C
guad-(4,4),(1,1),(1,1)	CCCCN(CCCC)C(N(C)C)=[N+](C)C
guad-(4,2),(4,2),(1,1)	CCCCN(CC)C(N(CC)CCCC)=[N+](C)C
guad-(6,6),(6,6),(1,1)	CCCCCCN(CCCCCC)C(N(CCCCCC)CCCCCC)=[N+](C)C
guad-(8,8),(8,8),(1,1)	CCCCCCN(CCCCCC)C(N(CCCCCC)CCCCCC)=[N+](C)C
guad-(2o1,2o1),(1,1),(1,1)	COCCN(C)C(N(C)CCOC)=[N+](C)C
guad-(2o2,2o1),(1,1),(1,1)	CCOCCN(C)C(N(C)CCOC)=[N+](C)C
cguad-(2,1),1,1	CC[N+](C)=C1N(C)CCN1C
cguad-(2,2),1,1	CC[N+](CC)=C1N(C)CCN1C
cguad-(3,1),1,1	CCC[N+](C)=C1N(C)CCN1C
p-3,1,1,1	CCC[P+](C)(C)C
p-4i,1,1,1	CC(C)C[P+](C)(C)C
p-4,2,2,2	CCCC[P+](CC)(CC)CC
p-4,4,4,1	CCCC[P+](C)(CCCC)CCCC
p-4,4,4,2	CCCC[P+](CC)(CCCC)CCCC
p-4i,4i,4i,1	CC[P+](CC(C)C)(CC(C)C)CC(C)C
p-a,1,1,1	C[P+](C)(C)CC=C
p-a,4,4,4	CCCC[P+](CCCC)(CCCC)CC=C
p-3chch2,2,2,2	CC[P+](CC)(CC)CCCC=C
p-4,4,4,4	CCCC[P+](CCCC)(CCCC)CCCC
p-5,2,2,2	CCCCC[P+](CC)(CC)CC
p-8,1,1,1	CCCCCCCC[P+](C)(C)C
p-8,2,2,2	CCCCCCCC[P+](CC)(CC)CC
p-12,2,2,2	CCCCCCCCCCCC[P+](CC)(CC)CC
p-14,4,4,4	CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC
p-6,1,1,1	CCCCCC[P+](C)(C)C
p-6,2,2,2	CCCCCC[P+](CC)(CC)CC
p-6,4,4,4	CCCCCC[P+](CCCC)(CCCC)CCCC
p-6,6,6,2	CCCCCC[P+](CC)(CCCCCC)CCCCCC
p-6,6,6,3	CCCCCC[P+](CCC)(CCCCCC)CCCCCC
p-6,6,6,4	CCCCCC[P+](CCCC)(CCCCCC)CCCCCC
p-6,6,6,6	CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
p-7,2,2,2	CCCCCCC[P+](CC)(CC)CC
p-7,6,6,6	CCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
p-8,4,4,4	CCCCCCCC[P+](CCCC)(CCCC)CCCC
p-8,6,6,6	CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
p-8,8,8,3	CCCCCCCC[P+](CCC)(CCCCCCCC)CCCCCCCC
p-8,8,8,4	CCCCCCCC[P+](CCCC)(CCCCCCCC)CCCCCCCC
p-8,8,8,5	CCCCCCCC[P+](CCCCC)(CCCCCCCC)CCCCCCCC
p-8,8,8,6	CCCCCCCC[P+](CCCCCC)(CCCCCCCC)CCCCCCCC
p-8,8,8,7	CCCCCCCC[P+](CCCCCCC)(CCCCCCCC)CCCCCCCC
p-8,8,8,8	CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
p-9,2,2,2	CCCCCCCCC[P+](CC)(CC)CC
p-9,8,8,8	CCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
p-10,2,2,2	CCCCCCCCCC[P+](CC)(CC)CC
p-10,4,4,4	CCCCCCCCCC[P+](CCCC)(CCCC)CCCC
p-10,6,6,6	CCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
p-10,8,8,8	CCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
p-12,4,4,4	CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC
p-12,6,6,6	CCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
p-12,8,8,8	CCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
p-14,6,6,6	CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
p-14,8,8,8	CCCCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
p-16,6,6,6	CCCCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
p-18,4,4,4	CCCCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC
p-1ph,2,2,2	CC[P+](CC)(CC)Cc1ccccc1
p-2oh,4,4,4	CCCC[P+](CCO)(CCCC)CCCC
p-1o1,1,1,1	COC[P+](C)(C)C
p-1o1,2,2,2	CC[P+](CC)(CC)COC
p-1o2o1,2,2,2	CC[P+](CC)(CC)COCCOC
p-2o1,2,2,2	CC[P+](CC)(CC)CCOC
p-3nh2,4,4,4	CCCC[P+](CCCC)(CCCC)CCCN
p-2oso3h,4,4,4	CCCC[P+](CCCC)(CCCC)CCOS(O)(=O)=O
p-2oso3h,8,8,8	CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCOS(O)(=O)=O
dc[p-3,3,3]2-5	CCC[P+](CCC)(CCC)CCCCC[P+](CCC)(CCC)CCC
dc[p-3,3,3]2-7	CCC[P+](CCC)(CCC)CCCCCCC[P+](CCC)(CCC)CCC
dc[p-3,3,3]2-12	CCC[P+](CCC)(CCC)CCCCCCCCCCCC[P+](CCC)(CCC)CCC
dc[p-3,3,3]2-3[2i]	CCC[P+](CCC)(CCC)CC(C)C[P+](CCC)(CCC)CCC
dc[p-3,3,3]2-3[2ichch]	CCC[P+](CCC)(CCC)CC(=C)C[P+](CCC)(CCC)CCC
dc[p-3,3,3]2-5[3i]	CCC[P+](CCC)(CCC)CCC(C)CC[P+](CCC)(CCC)CCC
dc[p-3,3,3]2-5[3i,3i]	CCC[P+](CCC)(CCC)CCC(C)(C)CC[P+](CCC)(CCC)CCC
dc[p-8,8,8]2-6	CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
dc[p-8,8,8]2-10	CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
dc[p-3,3,3]-5-n-1,1,1	CCC[P+](CCC)(CCC)CCCCC[N+](C)(C)C
dc[p-3,3,3]2-1[1o1]31	CCC[P+](CCC)(CCC)CCOCCOCCOCC[P+](CCC)(CCC)CCC
s-1,1,1	C[S+](C)C
s-2,1,1	CC[S+](C)C
s-2,2,1	CC[S+](C)CC
s-2,2,2	CC[S+](CC)CC
s-3,1,1	CCC[S+](C)C
s-3,2,1	CCC[S@+](C)CC
s-3,2,2	CCC[S+](CC)CC
s-4,1,1	CCCC[S+](C)C
s-4,2,1	CCCC[S@+](C)CC
s-4,2,2	CCCC[S+](CC)CC
s-4,4,4	CCCC[S+](CCCC)CCCC
s-5,1,1	CCCCC[S+](C)C
s-5,2,1	CCCCC[S@+](C)CC
s-5,2,2	CCCCC[S+](CC)CC
s-6,1,1	CCCCCC[S+](C)C
tht-1	C[S+]1CCCC1
tht-2	CC[S+]1CCCC1
tht-3	CCC[S+]1CCCC1
tht-4	CCCC[S+]1CCCC1
tht-5	CCCCC[S+]1CCCC1
thtp-3	CCC[S+]1CCCCC1
thtp-4	CCCC[S+]1CCCCC1
thtp-5	CCCCC[S+]1CCCCC1
turea-2	CC[S+]=C(N)N
turea-2,(1,0),(1,0)	CC[S+]=C(NC)NC
turea-2,(1,1),(1,1)	CC[S+]=C(N(C)C)N(C)C
turea-2,(2,0),(2,0)	CCNC(NCC)=[S+]CC
turea-4	CCCC[S+]=C(N)N
turea-4,(1,0),(1,0)	CCCC[S+]=C(NC)NC
turea-4,(2,0),(2,0)	CCCC[S+]=C(NCC)NCC
turea-4,(1,1),(1,1)	CCCC[S+]=C(N(C)C)N(C)C
turea-6	CCCCCC[S+]=C(N)N
turea-6,(1,0),(1,0)	CCCCCC[S+]=C(NC)NC
turea-6,(1,1),(1,1)	CCCCCC[S+]=C(N(C)C)N(C)C
turea-6,(2,0),(2,0)	CCCCCC[S+]=C(NCC)NCC
turea-8,(1,0),(1,0)	CCCCCCCC[S+]=C(NC)NC
turea-8,(2,0),(2,0)	CCCCCCCC[S+]=C(NCC)NCC
turea-8,(1,1),(1,1)	CCCCCCCC[S+]=C(N(C)C)N(C)C
cprop-(n-2,1),(n-2,1),(n-2,1)	CCN(C)c1c(N(C)CC)[c+]1N(C)CC
cprop-(n-2,2),(n-2,2),(n-1,1)	CCN(CC)c1c(N(CC)CC)[c+]1N(C)C
cprop-(n-2,2),(n-2,2),(n-2,2)	CCN(CC)c1c(N(CC)CC)[c+]1N(CC)CC
cprop-(n-3,1),(n-1,1),(n-1,1)	CCCN(C)c1c(N(C)C)[c+]1N(C)C
cprop-(n-3,3),(n-1,1),(n-1,1)	CCCN(CCC)c1c(N(C)C)[c+]1N(C)C
cprop-(n-3,3),(n-3,3),(n-3,3)	CCCN(CCC)c1c(N(CCC)CCC)[c+]1N(CCC)CCC
cprop-(n-4,1),(n-1,1),(n-1,1)	CCCCN(C)c1c(N(C)C)[c+]1N(C)C
cprop-(n-4,1),(n-2,2),(n-2,2)	CCCCN(C)c1c(N(CC)CC)[c+]1N(CC)CC
cprop-(n-4,1),(n-4,1),(n-4,1)	CCCCN(C)c1c(N(C)CCCC)[c+]1N(C)CCCC
cprop-(n-4,4),(n-1,1),(n-1,1)	CCCCN(CCCC)c1c(N(C)C)[c+]1N(C)C
cprop-(n-4,4),(n-2,2),(n-2,2)	CCCCN(CCCC)c1c(N(CC)CC)[c+]1N(CC)CC
cprop-(n-4,4),(n-4,4),(n-4,4)	CCCCN(CCCC)c1c(N(CCCC)CCCC)[c+]1N(CCCC)CCCC
cprop-(n-5,5),(n-5,5),(n-5,5)	CCCCCN(CCCCC)c1c(N(CCCCC)CCCCC)[c+]1N(CCCCC)CCCCC
cprop-(n-6,1),(n-1,1),(n-1,1)	CCCCCCN(C)c1c(N(C)C)[c+]1N(C)C
cprop-(n-6,1),(n-2,2),(n-2,2)	CCCCCCN(C)c1c(N(CC)CC)[c+]1N(CC)CC
cprop-(n-6,6),(n-1,1),(n-1,1)	CCCCCCN(CCCCCC)c1c(N(C)C)[c+]1N(C)C
cprop-(n-6,6),(n-2,2),(n-2,2)	CCCCCCN(CCCCCC)c1c(N(CC)CC)[c+]1N(CC)CC
cprop-(n-6,6),(n-6,6),(n-6,6)	CCCCCCN(CCCCCC)c1c(N(CCCCCC)CCCCCC)[c+]1N(CCCCCC)CCCCCC
cprop-(n-10,10),(n-10,10),(n-10,10)	CCCCCCCCCCN(CCCCCCCCCC)c1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC
nms2	CS(=O)(=O)[N-]S(C)(=O)=O
fsa	FS(=O)(=O)[N-]S(F)(=O)=O
npfso2f	FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(F)(=O)=O
ntf2	FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
c1c2	FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
npf2	FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F
im41	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
im44	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ctf3	FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F
tsac	FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F
ntffc	[Fe++].c1cc[cH-]c1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)c1cc[cH-]c1
dca	N#C[N-]C#N
ncnno2	[O-][N+](=O)[N-]C#N
ccn3	N#C[C-](C#N)C#N
bf4	F[B-](F)(F)F
bf3-1	C[B-](F)(F)F
bf3-2	CC[B-](F)(F)F
bf3-3	CCC[B-](F)(F)F
bf3-4	CCCC[B-](F)(F)F
bf3-5	CCCCC[B-](F)(F)F
bf3-v	F[B-](F)(F)C=C
bf3-1[f]	F[B-](F)(F)C(F)(F)F
bf3-2[f]	F[B-](F)(F)C(F)(F)C(F)(F)F
bf3-3[f]	F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
bf3-4[f]	F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
bf3-2[f]o1[f]	F[B-](F)(F)C(F)(F)C(F)(F)OC(F)(F)F
bf3-ph	F[B-](F)(F)c1ccccc1
bf3-ph-o1[2]	COc1ccccc1[B-](F)(F)F
bf3-ph-o1[3]	COc1cccc(c1)[B-](F)(F)F
bf3-ph-o1[4]	COc1ccc(cc1)[B-](F)(F)F
bf3-ph-cn[3]	F[B-](F)(F)c1cccc(c1)C#N
bf3-ph-cn[4]	F[B-](F)(F)c1ccc(cc1)C#N
bf3-ph-1[f][3]	F[B-](F)(F)c1cccc(c1)C(F)(F)F
bf3-ph-1[f][4]	F[B-](F)(F)c1ccc(cc1)C(F)(F)F
bf3-ph-f[2]	Fc1ccccc1[B-](F)(F)F
bf3-ph-f[3]	Fc1cccc(c1)[B-](F)(F)F
bf3-ph-f[4]	Fc1ccc(cc1)[B-](F)(F)F
bmb	O=C1O[B-]2(O[C@H]1c1ccccc1)O[C@H](C(=O)O2)c1ccccc1
bmlb	O=C1CC(=O)O[B-]2(O1)OC(=O)CC(=O)O2
bob	O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
bscb	O=C1O[B-]2(OC(=O)c3ccccc3O2)Oc2ccccc12
tcb	N#C[B-](C#N)(C#N)C#N
bfcn3	F[B-](C#N)(C#N)C#N
bf2cn2	F[B-](F)(C#N)C#N
bf3cn	F[B-](F)(F)C#N
bcn3-1[f]	FC(F)(F)[B-](C#N)(C#N)C#N
bcn3-2[f]	FC(F)(F)C(F)(F)[B-](C#N)(C#N)C#N
bf2cn-1[f]	F[B-](F)(C#N)C(F)(F)F
bf2cn-2[f]	F[B-](F)(C#N)C(F)(F)C(F)(F)F
bf2cn-3[f]	F[B-](F)(C#N)C(F)(F)C(F)(F)C(F)(F)F
bf2cn-4[f]	F[B-](F)(C#N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
bfcn2-1[f]	F[B-](C#N)(C#N)C(F)(F)F
bfcn2-2[f]	F[B-](C#N)(C#N)C(F)(F)C(F)(F)F
tfpb	FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
tb	Fc1c(F)c(F)c(c(F)c1F)[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
pf6	F[P-](F)(F)(F)(F)F
fap	FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
fap3	FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
fap4	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
fpi	FC(F)(F)C(F)(F)P(=O)([N-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
so3-1	CS([O-])(=O)=O
so3-2	CCS([O-])(=O)=O
so3-4	CCCCS([O-])(=O)=O
mopso	O[C@H](CN1CCOCC1)CS([O-])(=O)=O
capso	O[C@H](CNC1CCCCC1)CS([O-])(=O)=O
bes	OCCN(CCO)CCS([O-])(=O)=O
behss	CCCC[C@H](CC)COC(=O)C[C@@H](C(=O)OC[C@@H](CC)CCCC)S([O-])(=O)=O
tehss	CCCCCCOC(=O)C[C@H]([C@@H](C(=O)OCCCCCC)S([O-])(=O)=O)C(=O)OCCCCCC
dbs	CCCCCCCCCCCCc1ccccc1S([O-])(=O)=O
bs	[O-]S(=O)(=O)c1ccccc1
so3-ph1	Cc1ccc(cc1)S([O-])(=O)=O
sba	OC(=O)c1cccc(c1)S([O-])(=O)=O
so3-ph-coo1[3],coo1[5]	COC(=O)c1cc(cc(c1)S([O-])(=O)=O)C(=O)OC
so3-nh2	NS([O-])(=O)=O
tau	NCCS([O-])(=O)=O
fso3	[O-]S(F)(=O)=O
hso4	OS([O-])(=O)=O
camphorsulfonate	CC1(C)[C@H]2CC[C@@H]1C(=O)[C@@H]2S([O-])(=O)=O
so4-1	COS([O-])(=O)=O
so4-2	CCOS([O-])(=O)=O
so4-4	CCCCOS([O-])(=O)=O
so4-6	CCCCCCOS([O-])(=O)=O
so4-8	CCCCCCCCOS([O-])(=O)=O
so4-12	CCCCCCCCCCCCOS([O-])(=O)=O
so4-2o1	COCCOS([O-])(=O)=O
so4-2o2	CCOCCOS([O-])(=O)=O
so4-[2o]21	COCCOCCOS([O-])(=O)=O
so4-[2o]22	CCOCCOCCOS([O-])(=O)=O
so4-tempo	CC1(C)CC(CC(C)(C)N1[O])OS([O-])(=O)=O
so4-1D	[2H]C([2H])([2H])OS([O-])(=O)=O
hco3	OC([O-])=O
po4	[O-]P([O-])([O-])=O
h2po4	OP(O)([O-])=O
h3p2o7	OP(O)(=O)OP(O)([O-])=O
po2-o1,o1	COP([O-])(=O)OC
po2-o2,o2	CCOP([O-])(=O)OCC
po2-o4,o4	CCCCOP([O-])(=O)OCCCC
po2-o8i,o8i	CCCC[C@H](CC)COP([O-])(=O)OC[C@H](CC)CCCC
po2-1,o1	CP(O)([O-])=O
po3h-1	COP([O-])=O
po3h-2	CCOP([O-])=O
po3h-4	CCCCOP([O-])=O
po3h-6	CCCCCCOP([O-])=O
po3h-8	CCCCCCCCOP([O-])=O
po2-8i,8i	C[C@H](CC(C)(C)C)CP([O-])(=O)C[C@H](C)CC(C)(C)C
po2-cf3,cf3	[O-]P(=O)(C(F)(F)F)C(F)(F)F
ps2-o2,o2	CCOP([S-])(=S)OCC
otf	[O-]S(=O)(=O)C(F)(F)F
so3-4[f]	[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
so3-8[f]	[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
tfes	[O-]S(=O)(=O)C(F)(F)C(F)F
tpes	[O-]S(=O)(=O)C(F)(F)[C@H](F)OC(F)(F)C(F)(F)F
ttes	[O-]S(=O)(=O)C(F)(F)[C@@H](F)OC(F)(F)F
hfps	[O-]S(=O)(=O)C(F)(F)[C@@H](F)C(F)(F)F
fs	[O-]S(=O)(=O)C(F)(F)C(F)(F)O[C@@H](F)C(F)(F)F
alcl4	Cl[Al-](Cl)(Cl)Cl
al2cl7	Cl[Al](Cl)Cl.Cl[Al-](Cl)(Cl)Cl
albr4	Br[Al-](Br)(Br)Br
al2br7	Br[Al](Br)Br.Br[Al-](Br)(Br)Br
gacl4	Cl[Ga-](Cl)(Cl)Cl
incl4	Cl[In-](Cl)(Cl)Cl
