Cation	Anion	Cationic family	Anionic family	T / K	p / MPa	ρ / kg/m3
py-2,2[2]	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1442,20
py-2,2[2]	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1437,50
py-2,2[2]	ntf2	pyridinium	NTf2 derivatives	338,15	0,1	1432,90
py-2,2[2]	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1428,30
py-2,2[2]	ntf2	pyridinium	NTf2 derivatives	348,15	0,1	1423,70
py-2,2[2]	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1419,10
py-2,2[2]	ntf2	pyridinium	NTf2 derivatives	358,15	0,1	1414,60
py-2,2[2]	ntf2	pyridinium	NTf2 derivatives	363,15	0,1	1410,00
py-2,2[2]	so4-2	pyridinium	sulfates	298,15	0,1	1219,26
py-2,2[2]	so4-2	pyridinium	sulfates	293,15	0,1	1223,60
py-2,2[2]	so4-2	pyridinium	sulfates	298,15	0,1	1220,20
py-2,2[2]	so4-2	pyridinium	sulfates	303,15	0,1	1217,00
py-2,2[2]	so4-2	pyridinium	sulfates	308,15	0,1	1213,90
py-2,2[2]	so4-2	pyridinium	sulfates	313,15	0,1	1210,30
py-2,2[2]	so4-2	pyridinium	sulfates	318,15	0,1	1206,80
py-2,2[2]	so4-2	pyridinium	sulfates	323,15	0,1	1203,40
py-2,2[2]	so4-2	pyridinium	sulfates	328,15	0,1	1200,10
py-2,2[2]	so4-2	pyridinium	sulfates	333,15	0,1	1196,80
py-2,2[2]	so4-2	pyridinium	sulfates	338,15	0,1	1193,60
py-2,2[2]	so4-2	pyridinium	sulfates	343,15	0,1	1190,30
py-2,2[2]	so4-2	pyridinium	sulfates	298,15	0,1	1219,26
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1452,00
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1447,20
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1442,50
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1437,80
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1433,10
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1428,40
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1423,80
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1419,20
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1414,60
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	338,15	0,1	1410,00
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1405,40
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	348,15	0,1	1400,90
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1396,40
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	358,15	0,1	1391,90
py-2,3[2]	ntf2	pyridinium	NTf2 derivatives	363,15	0,1	1387,50
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1413,70
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1409,10
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1404,50
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1400,00
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1395,40
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1390,90
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1386,40
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1381,90
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1377,40
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	338,15	0,1	1373,00
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1368,50
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	348,15	0,1	1364,10
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1359,70
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	358,15	0,1	1355,40
py-2,4[2]	ntf2	pyridinium	NTf2 derivatives	363,15	0,1	1351,00
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1375,60
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1371,10
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1366,60
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1362,20
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1357,80
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1353,40
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1349,00
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1344,60
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1340,20
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	338,15	0,1	1335,80
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1331,50
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	348,15	0,1	1327,10
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1322,80
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	358,15	0,1	1318,60
py-2,5[2]	ntf2	pyridinium	NTf2 derivatives	363,15	0,1	1314,30
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1348,70
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1344,30
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1339,90
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1335,50
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1331,20
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1326,80
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1322,50
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1318,20
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1313,90
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	338,15	0,1	1309,70
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1305,60
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	348,15	0,1	1301,40
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1297,10
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	358,15	0,1	1292,90
py-2,6[2]	ntf2	pyridinium	NTf2 derivatives	363,15	0,1	1288,80
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1325,10
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1320,80
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1316,50
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1312,20
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1307,90
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1303,60
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1299,40
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1295,20
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1290,90
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	338,15	0,1	1286,70
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1282,50
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	348,15	0,1	1278,30
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1274,20
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	358,15	0,1	1270,10
py-2,7[2]	ntf2	pyridinium	NTf2 derivatives	363,15	0,1	1266,00
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1301,70
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1297,40
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1293,20
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1289,00
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1284,80
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1280,60
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1276,40
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1272,30
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1268,10
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	338,15	0,1	1264,00
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1259,90
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	348,15	0,1	1255,80
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1251,70
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	358,15	0,1	1247,60
py-2,8[2]	ntf2	pyridinium	NTf2 derivatives	363,15	0,1	1243,60
py-2,cn[2]	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1559,00
py-2,cn[2]	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1550,00
py-2,cn[2]	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1540,00
py-2,cn[2]	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1531,00
py-2,cn[2]	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1521,00
py-2,cn[2]	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1512,00
py-2,cn[2]	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1503,00
py-2,cn[2]	ntf2	pyridinium	NTf2 derivatives	363,15	0,1	1493,00
py-2,cn[2]	so4-2	pyridinium	sulfates	293,15	0,1	1302,00
py-2,cn[2]	so4-2	pyridinium	sulfates	303,15	0,1	1295,00
py-2,cn[2]	so4-2	pyridinium	sulfates	313,15	0,1	1288,00
py-2,cn[2]	so4-2	pyridinium	sulfates	323,15	0,1	1281,00
py-2,cn[2]	so4-2	pyridinium	sulfates	333,15	0,1	1274,00
py-2,cn[2]	so4-2	pyridinium	sulfates	343,15	0,1	1267,00
py-2,cn[2]	so4-2	pyridinium	sulfates	353,15	0,1	1260,00
py-2,cn[2]	so4-2	pyridinium	sulfates	363,15	0,1	1253,00
py-2,cn[3]	so4-2	pyridinium	sulfates	293,15	0,1	1284,00
py-2,cn[3]	so4-2	pyridinium	sulfates	303,15	0,1	1277,00
py-2,cn[3]	so4-2	pyridinium	sulfates	313,15	0,1	1270,00
py-2,cn[3]	so4-2	pyridinium	sulfates	323,15	0,1	1264,00
py-2,cn[3]	so4-2	pyridinium	sulfates	333,15	0,1	1257,00
py-2,cn[3]	so4-2	pyridinium	sulfates	343,15	0,1	1251,00
py-2,cn[3]	so4-2	pyridinium	sulfates	353,15	0,1	1244,00
py-2,cn[3]	so4-2	pyridinium	sulfates	363,15	0,1	1238,00
py-2,cn[4]	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1567,00
py-2,cn[4]	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1558,00
py-2,cn[4]	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1548,00
py-2,cn[4]	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1539,00
py-2,cn[4]	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1529,00
py-2,cn[4]	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1520,00
py-2,cn[4]	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1511,00
py-2,cn[4]	ntf2	pyridinium	NTf2 derivatives	363,15	0,1	1501,00
py-2,cn[4]	so4-2	pyridinium	sulfates	293,15	0,1	1296,00
py-2,cn[4]	so4-2	pyridinium	sulfates	303,15	0,1	1288,00
py-2,cn[4]	so4-2	pyridinium	sulfates	313,15	0,1	1281,00
py-2,cn[4]	so4-2	pyridinium	sulfates	323,15	0,1	1275,00
py-2,cn[4]	so4-2	pyridinium	sulfates	333,15	0,1	1268,00
py-2,cn[4]	so4-2	pyridinium	sulfates	343,15	0,1	1261,00
py-2,cn[4]	so4-2	pyridinium	sulfates	353,15	0,1	1255,00
py-2,cn[4]	so4-2	pyridinium	sulfates	363,15	0,1	1248,00
py-2	bf4	pyridinium	BF4 derivatives	293,15	0,1	1302,00
py-2	dca	pyridinium	dicyanamides	298,15	0,1	1118,49
py-2	dca	pyridinium	dicyanamides	288,15	0,1	1124,73
py-2	dca	pyridinium	dicyanamides	293,15	0,1	1121,56
py-2	dca	pyridinium	dicyanamides	298,15	0,1	1118,49
py-2	dca	pyridinium	dicyanamides	303,15	0,1	1115,32
py-2	dca	pyridinium	dicyanamides	308,15	0,1	1112,15
py-2	dca	pyridinium	dicyanamides	313,15	0,1	1109,00
py-2	dca	pyridinium	dicyanamides	318,15	0,1	1105,88
py-2	dca	pyridinium	dicyanamides	298,00	0,1	1120,00
py-2	fap	pyridinium	PF6 derivatives	293,15	0,1	1733,00
py-2	fap	pyridinium	PF6 derivatives	313,15	0,1	1710,00
py-2	fap	pyridinium	PF6 derivatives	333,15	0,1	1688,00
py-2	fap	pyridinium	PF6 derivatives	353,15	0,1	1665,00
py-2	fsa	pyridinium	NTf2 derivatives	353,15	0,1	1410,80
py-2	fsa	pyridinium	NTf2 derivatives	348,15	0,1	1415,10
py-2	fsa	pyridinium	NTf2 derivatives	343,15	0,1	1419,40
py-2	fsa	pyridinium	NTf2 derivatives	338,15	0,1	1423,70
py-2	fsa	pyridinium	NTf2 derivatives	333,15	0,1	1428,10
py-2	fsa	pyridinium	NTf2 derivatives	328,15	0,1	1432,40
py-2	fsa	pyridinium	NTf2 derivatives	323,15	0,1	1436,70
py-2	fsa	pyridinium	NTf2 derivatives	318,15	0,1	1441,10
py-2	fsa	pyridinium	NTf2 derivatives	313,15	0,1	1445,50
py-2	fsa	pyridinium	NTf2 derivatives	308,15	0,1	1449,90
py-2	fsa	pyridinium	NTf2 derivatives	303,15	0,1	1454,30
py-2	fsa	pyridinium	NTf2 derivatives	298,15	0,1	1458,70
py-2	fsa	pyridinium	NTf2 derivatives	293,15	0,1	1463,10
py-2	fsa	pyridinium	NTf2 derivatives	288,15	0,1	1467,50
py-2	fsa	pyridinium	NTf2 derivatives	283,15	0,1	1471,90
py-2	ntf2	pyridinium	NTf2 derivatives	295,00	0,1	1551,00
py-2	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1536,00
py-2	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1531,00
py-2	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1526,00
py-2	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1521,00
py-2	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1516,00
py-2	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1512,00
py-2	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1507,00
py-2	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1502,00
py-2	ntf2	pyridinium	NTf2 derivatives	288,15	0,1	1545,70
py-2	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1541,40
py-2	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1537,50
py-2	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1533,20
py-2	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1529,10
py-2	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1524,90
py-2	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1520,50
py-2	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1516,40
py-2	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1512,20
py-2	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1507,80
py-2	ntf2	pyridinium	NTf2 derivatives	338,15	0,1	1503,70
py-2	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1534,00
py-2	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1532,00
py-2	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1530,00
py-2	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1528,00
py-2	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1520,00
py-2	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1519,00
py-2	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1515,00
py-2	ntf2	pyridinium	NTf2 derivatives	288,15	0,1	1545,91
py-2	ntf2	pyridinium	NTf2 derivatives	290,65	0,1	1543,40
py-2	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1540,90
py-2	ntf2	pyridinium	NTf2 derivatives	295,65	0,1	1538,41
py-2	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1535,92
py-2	ntf2	pyridinium	NTf2 derivatives	300,65	0,1	1533,68
py-2	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1530,96
py-2	ntf2	pyridinium	NTf2 derivatives	305,65	0,1	1528,48
py-2	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1526,01
py-2	ntf2	pyridinium	NTf2 derivatives	310,65	0,1	1523,55
py-2	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1521,09
py-2	ntf2	pyridinium	NTf2 derivatives	315,65	0,1	1518,63
py-2	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1516,32
py-2	ntf2	pyridinium	NTf2 derivatives	320,65	0,1	1513,74
py-2	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1511,29
py-2	ntf2	pyridinium	NTf2 derivatives	325,65	0,1	1508,86
py-2	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1506,43
py-2	ntf2	pyridinium	NTf2 derivatives	330,65	0,1	1504,00
py-2	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1501,58
py-2	ntf2	pyridinium	NTf2 derivatives	335,65	0,1	1499,16
py-2	ntf2	pyridinium	NTf2 derivatives	338,15	0,1	1496,75
py-2	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1540,83
py-2	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1535,84
py-2	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1530,87
py-2	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1525,92
py-2	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1520,99
py-2	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1516,08
py-2	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1511,20
py-2	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1506,34
py-2	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1501,50
py-2	ntf2	pyridinium	NTf2 derivatives	338,15	0,1	1496,67
py-2	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1491,87
py-2	ntf2	pyridinium	NTf2 derivatives	283,15	0,1	1551,60
py-2	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1541,40
py-2	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1536,40
py-2	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1531,40
py-2	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1521,50
py-2	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1511,60
py-2	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1501,90
py-2	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1492,20
py-2	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1482,60
py-2	otf	pyridinium	sulfonates	293,15	0,1	1409,00
py-2	otf	pyridinium	sulfonates	298,15	0,1	1404,80
py-2	otf	pyridinium	sulfonates	303,15	0,1	1400,60
py-2	otf	pyridinium	sulfonates	313,15	0,1	1392,30
py-2	otf	pyridinium	sulfonates	323,15	0,1	1384,10
py-2	otf	pyridinium	sulfonates	333,15	0,1	1376,00
py-2	otf	pyridinium	sulfonates	343,15	0,1	1367,80
py-2	otf	pyridinium	sulfonates	353,15	0,1	1359,80
py-2	reo4	pyridinium	metal complexes	293,15	0,1	2026,30
py-2	reo4	pyridinium	metal complexes	298,15	0,1	2019,80
py-2	reo4	pyridinium	metal complexes	303,15	0,1	2013,20
py-2	reo4	pyridinium	metal complexes	308,15	0,1	2006,40
py-2	reo4	pyridinium	metal complexes	313,15	0,1	1999,70
py-2	reo4	pyridinium	metal complexes	318,15	0,1	1993,50
py-2	reo4	pyridinium	metal complexes	323,15	0,1	1987,00
py-2	reo4	pyridinium	metal complexes	328,15	0,1	1981,00
py-2	reo4	pyridinium	metal complexes	333,15	0,1	1975,10
py-2	reo4	pyridinium	metal complexes	338,15	0,1	1969,70
py-2	reo4	pyridinium	metal complexes	343,15	0,1	1963,00
py-2	so4-2	pyridinium	sulfates	298,15	0,1	1252,00
py-2	so4-2	pyridinium	sulfates	298,15	0,1	1252,00
py-2	so4-2	pyridinium	sulfates	298,15	0,1	1252,00
py-2	so4-2	pyridinium	sulfates	303,15	0,1	1248,70
py-2	so4-2	pyridinium	sulfates	308,15	0,1	1245,40
py-2	so4-2	pyridinium	sulfates	313,15	0,1	1242,10
py-2	so4-2	pyridinium	sulfates	318,15	0,1	1238,80
py-2	so4-2	pyridinium	sulfates	323,15	0,1	1235,60
py-2	so4-2	pyridinium	sulfates	328,15	0,1	1232,30
py-2	so4-2	pyridinium	sulfates	333,15	0,1	1229,10
py-2	so4-2	pyridinium	sulfates	338,15	0,1	1225,90
py-2	so4-2	pyridinium	sulfates	343,15	0,1	1222,70
py-2	so4-2	pyridinium	sulfates	298,15	0,1	1252,00
py-2	tfa	pyridinium	carboxylates	293,10	0,1	1273,00
py-2cn	ntf2	pyridinium	NTf2 derivatives	292,20	0,1	1500,00
py-2o1	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1520,00
py-2o1	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1514,90
py-2o1	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1509,90
py-2o1	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1504,90
py-2o1	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1499,90
py-2o1	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1494,90
py-2o1	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1489,90
py-2o1	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1484,90
py-2o1	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1480,00
py-2o1	ntf2	pyridinium	NTf2 derivatives	338,15	0,1	1475,10
py-2o1	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1470,20
py-2o1	ntf2	pyridinium	NTf2 derivatives	348,15	0,1	1465,40
py-2o1	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1460,50
py-2oh	dca	pyridinium	dicyanamides	298,00	0,1	1210,00
py-2oh	ntf2	pyridinium	NTf2 derivatives	273,15	0,1	1614,70
py-2oh	ntf2	pyridinium	NTf2 derivatives	278,15	0,1	1609,20
py-2oh	ntf2	pyridinium	NTf2 derivatives	283,15	0,1	1604,00
py-2oh	ntf2	pyridinium	NTf2 derivatives	288,15	0,1	1599,44
py-2oh	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1594,47
py-2oh	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1589,51
py-2oh	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1584,59
py-2oh	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1574,82
py-2oh	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1565,16
py-2oh	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1555,59
py-2oh	ntf2	pyridinium	NTf2 derivatives	343,15	0,1	1546,08
py-2oh	ntf2	pyridinium	NTf2 derivatives	353,15	0,1	1536,66
py-2oh	ntf2	pyridinium	NTf2 derivatives	363,15	0,1	1527,29
py-2ono2	dca	pyridinium	dicyanamides	298,00	0,1	1390,00
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	274,36	0,1	1487,31
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	278,09	0,1	1484,28
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	283,39	0,1	1478,78
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	288,24	0,1	1473,70
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	293,42	0,1	1468,58
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	298,29	0,1	1464,23
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	303,10	0,1	1459,95
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	307,90	0,1	1454,39
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	313,05	0,1	1449,74
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	318,40	0,1	1444,80
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	322,98	0,1	1440,18
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	328,44	0,1	1435,36
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	333,33	0,1	1430,49
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	338,04	0,1	1426,36
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	343,34	0,1	1421,49
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	347,70	0,1	1417,08
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	353,28	0,1	1412,49
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	359,15	0,1	1407,90
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	363,70	0,1	1403,29
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	283,15	0,1	1478,50
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	288,15	0,1	1473,70
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	293,15	0,1	1469,00
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	298,15	0,1	1464,20
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	303,15	0,1	1459,50
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	308,15	0,1	1454,80
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	313,15	0,1	1450,00
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	318,15	0,1	1445,40
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	323,15	0,1	1440,70
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	328,15	0,1	1436,10
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	333,15	0,1	1431,40
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	283,15	2,5	1480,50
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	288,15	2,5	1475,70
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	293,15	2,5	1470,90
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	298,15	2,5	1466,10
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	303,15	2,5	1461,50
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	308,15	2,5	1456,80
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	313,15	2,5	1452,10
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	318,15	2,5	1447,40
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	323,15	2,5	1442,80
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	328,15	2,5	1438,30
py-3,1[2]	ntf2	pyridinium	NTf2 derivatives	333,15	2,5	1433,60
