Cation	Anion	Cationic family	Anionic family	T / K	η / mPa s
n-2o1,1o1,1,1	ntf2	ammonium	NTf2 derivatives	298,00	49,50
n-2o1,2,1,1	bf3-1[f]	ammonium	BF4 derivatives	298,20	97,00
n-2o1,2,1,1	bf3-2[f]	ammonium	BF4 derivatives	298,20	58,00
n-2o1,2,1,1	bf3-2[f]	ammonium	BF4 derivatives	298,20	58,00
n-2o1,2,1,1	bf3-3[f]	ammonium	BF4 derivatives	298,20	70,00
n-2o1,2,1,1	bf3-4[f]	ammonium	BF4 derivatives	298,20	102,00
n-2o1,2,1,1	bf4	ammonium	BF4 derivatives	298,00	308,00
n-2o1,2,1,1	bf4	ammonium	BF4 derivatives	298,20	335,00
n-2o1,2,1,1	fap	ammonium	PF6 derivatives	298,15	130,60
n-2o1,2,1,1	fap	ammonium	PF6 derivatives	308,15	78,19
n-2o1,2,1,1	fap	ammonium	PF6 derivatives	318,15	50,69
n-2o1,2,1,1	fap	ammonium	PF6 derivatives	328,15	34,89
n-2o1,2,1,1	fap	ammonium	PF6 derivatives	338,15	25,24
n-2o1,2,1,1	fap	ammonium	PF6 derivatives	348,15	18,81
n-2o1,2,1,1	ntf2	ammonium	NTf2 derivatives	298,00	61,20
n-2o1,2,1,1	ntf2	ammonium	NTf2 derivatives	303,00	53,10
n-2o1,2,1,1	ntf2	ammonium	NTf2 derivatives	313,00	37,00
n-2o1,2,1,1	ntf2	ammonium	NTf2 derivatives	323,00	25,10
n-2o1,2,1,1	ntf2	ammonium	NTf2 derivatives	333,00	18,40
n-2o1,2,1,1	ntf2	ammonium	NTf2 derivatives	343,00	14,00
n-2o1,2,1,1	ntf2	ammonium	NTf2 derivatives	353,00	11,10
n-2o1,2,1,1	ntf2	ammonium	NTf2 derivatives	298,20	60,00
n-2o1,2,2,1	bf3-1[f]	ammonium	BF4 derivatives	298,20	108,00
n-2o1,2,2,1	bf3-2[f]	ammonium	BF4 derivatives	298,20	68,00
n-2o1,2,2,1	bf3-2[f]	ammonium	BF4 derivatives	298,20	68,00
n-2o1,2,2,1	bf3-2[f]o1[f]	ammonium	BF4 derivatives	298,20	63,00
n-2o1,2,2,1	bf3-3[f]	ammonium	BF4 derivatives	298,20	88,00
n-2o1,2,2,1	bf3-4[f]	ammonium	BF4 derivatives	298,20	118,00
n-2o1,2,2,1	bf4	ammonium	BF4 derivatives	298,20	426,00
n-2o1,2,2,1	bf4	ammonium	BF4 derivatives	298,20	426,00
n-2o1,2,2,1	ntf2	ammonium	NTf2 derivatives	298,20	69,00
n-2o1,2,2,1	ntf2	ammonium	NTf2 derivatives	288,15	120,60
n-2o1,2,2,1	ntf2	ammonium	NTf2 derivatives	298,15	70,96
n-2o1,2,2,1	ntf2	ammonium	NTf2 derivatives	308,15	45,36
n-2o1,2,2,1	ntf2	ammonium	NTf2 derivatives	318,15	30,96
n-2o1,2,2,1	ntf2	ammonium	NTf2 derivatives	328,15	22,23
n-2o1,2,2,1	ntf2	ammonium	NTf2 derivatives	338,15	16,58
n-2o1,2,2,1	ntf2	ammonium	NTf2 derivatives	348,15	12,79
n-2o1,2,2,1	ntf2	ammonium	NTf2 derivatives	358,15	10,18
n-2o1,2,2,1	ntf2	ammonium	NTf2 derivatives	368,15	8,19
n-2o1,2,2,1	tfesi	ammonium	NTf2 derivatives	283,15	691,40
n-2o1,2,2,1	tfesi	ammonium	NTf2 derivatives	293,15	310,50
n-2o1,2,2,1	tfesi	ammonium	NTf2 derivatives	303,15	157,09
n-2o1,2,2,1	tfesi	ammonium	NTf2 derivatives	313,15	87,35
n-2o1,2,2,1	tfesi	ammonium	NTf2 derivatives	323,15	52,40
n-2o1,2,2,1	tfesi	ammonium	NTf2 derivatives	333,15	33,46
n-2o1,2,2,2	bf3-1[f]	ammonium	BF4 derivatives	298,20	151,00
n-2o1,2,2,2	bf3-2[f]	ammonium	BF4 derivatives	298,20	87,00
n-2o1,2,2,2	bf3-2[f]	ammonium	BF4 derivatives	298,20	86,00
n-2o1,2,2,2	bf3-3[f]	ammonium	BF4 derivatives	298,20	91,00
n-2o1,2,2,2	bf3-4[f]	ammonium	BF4 derivatives	298,20	135,00
n-2o1,2,2,2	ntf2	ammonium	NTf2 derivatives	298,15	85,00
n-2o1,2,2,2	ntf2	ammonium	NTf2 derivatives	298,20	85,00
n-2o1,2o1,1,1	bf4	ammonium	BF4 derivatives	298,00	338,00
n-2o1,2o1,1,1	ntf2	ammonium	NTf2 derivatives	298,00	66,90
n-2o1	for	ammonium	carboxylates	298,20	38,00
n-2o2,1o1,1,1	bf4	ammonium	BF4 derivatives	298,00	151,00
n-2o2,1o1,1,1	ntf2	ammonium	NTf2 derivatives	298,00	47,90
n-2o2,2,2,2	ntf2	ammonium	NTf2 derivatives	298,20	71,00
n-2o2,2,2,2	ntf2	ammonium	NTf2 derivatives	303,20	55,00
n-2o2,2,2,2	ntf2	ammonium	NTf2 derivatives	308,20	43,00
n-2o2,2,2,2	ntf2	ammonium	NTf2 derivatives	313,20	35,00
n-2o2,2,2,2	ntf2	ammonium	NTf2 derivatives	318,20	29,00
n-2o2,2,2,2	ntf2	ammonium	NTf2 derivatives	323,20	24,00
n-2o2,2,2,2	ntf2	ammonium	NTf2 derivatives	328,20	20,00
n-2o2,2,2,2	ntf2	ammonium	NTf2 derivatives	333,20	18,00
n-2o2,2o1,1,1	ac	ammonium	carboxylates	298,00	930,00
n-2o2,2o1,1,1	ac	ammonium	carboxylates	303,00	661,00
n-2o2,2o1,1,1	ac	ammonium	carboxylates	313,00	315,00
n-2o2,2o1,1,1	ac	ammonium	carboxylates	323,00	158,00
n-2o2,2o1,1,1	ac	ammonium	carboxylates	333,00	89,00
n-2o2,2o1,1,1	ac	ammonium	carboxylates	343,00	49,10
n-2o2,2o1,1,1	ac	ammonium	carboxylates	353,00	32,20
n-2o2,2o1,1,1	bf4	ammonium	BF4 derivatives	298,00	274,00
n-2o2,2o1,1,1	bf4	ammonium	BF4 derivatives	303,00	193,00
n-2o2,2o1,1,1	bf4	ammonium	BF4 derivatives	313,00	112,00
n-2o2,2o1,1,1	bf4	ammonium	BF4 derivatives	323,00	71,10
n-2o2,2o1,1,1	bf4	ammonium	BF4 derivatives	333,00	46,00
n-2o2,2o1,1,1	bf4	ammonium	BF4 derivatives	343,00	31,40
n-2o2,2o1,1,1	bf4	ammonium	BF4 derivatives	353,00	23,30
n-2o2,2o1,1,1	ntf2	ammonium	NTf2 derivatives	298,00	49,70
n-2o2,2o1,1,1	ntf2	ammonium	NTf2 derivatives	303,00	39,40
n-2o2,2o1,1,1	ntf2	ammonium	NTf2 derivatives	313,00	27,10
n-2o2,2o1,1,1	ntf2	ammonium	NTf2 derivatives	323,00	19,40
n-2o2,2o1,1,1	ntf2	ammonium	NTf2 derivatives	333,00	14,50
n-2o2,2o1,1,1	ntf2	ammonium	NTf2 derivatives	343,00	11,60
n-2o2,2o1,1,1	ntf2	ammonium	NTf2 derivatives	353,00	9,20
n-2o2,2o2,1,1	bf4	ammonium	BF4 derivatives	298,00	223,00
n-2o2,2o2,1,1	ntf2	ammonium	NTf2 derivatives	298,00	58,60
n-2o2,4,4,4	ntf2	ammonium	NTf2 derivatives	298,20	315,00
n-2o2,4,4,4	ntf2	ammonium	NTf2 derivatives	303,20	222,00
n-2o2,4,4,4	ntf2	ammonium	NTf2 derivatives	308,20	159,00
n-2o2,4,4,4	ntf2	ammonium	NTf2 derivatives	313,20	117,00
n-2o2,4,4,4	ntf2	ammonium	NTf2 derivatives	318,20	88,00
n-2o2,4,4,4	ntf2	ammonium	NTf2 derivatives	323,20	68,00
n-2o2,4,4,4	ntf2	ammonium	NTf2 derivatives	328,20	54,00
n-2o2,4,4,4	ntf2	ammonium	NTf2 derivatives	333,20	43,00
n-2o2,5,5,5	ntf2	ammonium	NTf2 derivatives	298,20	312,00
n-2o2,5,5,5	ntf2	ammonium	NTf2 derivatives	303,20	230,00
n-2o2,5,5,5	ntf2	ammonium	NTf2 derivatives	308,20	167,00
n-2o2,5,5,5	ntf2	ammonium	NTf2 derivatives	313,20	126,00
n-2o2,5,5,5	ntf2	ammonium	NTf2 derivatives	318,20	97,00
n-2o2,5,5,5	ntf2	ammonium	NTf2 derivatives	323,20	75,00
n-2o2,5,5,5	ntf2	ammonium	NTf2 derivatives	328,20	59,00
n-2o2,5,5,5	ntf2	ammonium	NTf2 derivatives	333,20	48,00
n-2o2oh,2o2oh	for	ammonium	carboxylates	298,20	61,00
n-2o2oh,2o2oh	hso4	ammonium	sulfates	298,20	1310,00
n-2o2oh,2o2oh	no3	ammonium	inorganics	298,20	281,00
n-2o2oh,2o2oh	tfa	ammonium	carboxylates	298,20	1010,00
n-2o2oh,[2o]22oh,13,1	so4-1	ammonium	sulfates	283,00	10240,00
n-2o2oh,[2o]22oh,13,1	so4-1	ammonium	sulfates	298,00	2790,00
n-2o2oh,[2o]22oh,13,1	so4-1	ammonium	sulfates	303,00	1910,00
n-2o2oh,[2o]22oh,13,1	so4-1	ammonium	sulfates	313,00	964,00
n-2o2oh,[2o]22oh,13,1	so4-1	ammonium	sulfates	323,00	511,00
n-2o2oh,[2o]22oh,13,1	so4-1	ammonium	sulfates	333,00	300,00
n-2o2oh,[2o]22oh,13,1	so4-1	ammonium	sulfates	343,00	187,00
n-2o2oh,[2o]22oh,13,1	so4-[2o]21	ammonium	sulfates	283,00	4070,00
n-2o2oh,[2o]22oh,13,1	so4-[2o]21	ammonium	sulfates	293,00	1676,00
n-2o2oh,[2o]22oh,13,1	so4-[2o]21	ammonium	sulfates	298,00	1033,00
n-2o2oh,[2o]22oh,13,1	so4-[2o]21	ammonium	sulfates	303,00	731,00
n-2o2oh,[2o]22oh,13,1	so4-[2o]21	ammonium	sulfates	313,00	392,00
n-2o2oh,[2o]22oh,13,1	so4-[2o]21	ammonium	sulfates	323,00	228,00
n-2o2oh,[2o]22oh,13,1	so4-[2o]21	ammonium	sulfates	333,00	146,00
n-2o2oh,[2o]22oh,13,1	so4-[2o]21	ammonium	sulfates	343,00	98,00
n-2o2oh	ac	ammonium	carboxylates	298,20	2893,00
n-2o2oh	for	ammonium	carboxylates	298,20	371,00
n-2o2oh	la	ammonium	aminoacids	298,20	3040,00
n-2oh,1,1,1	1ac	ammonium	carboxylates	293,15	395,80
n-2oh,1,1,1	1ac	ammonium	carboxylates	298,15	290,20
n-2oh,1,1,1	1ac	ammonium	carboxylates	303,15	215,60
n-2oh,1,1,1	1ac	ammonium	carboxylates	308,15	163,20
n-2oh,1,1,1	1ac	ammonium	carboxylates	313,15	125,80
n-2oh,1,1,1	1ac	ammonium	carboxylates	318,15	98,50
n-2oh,1,1,1	1ac	ammonium	carboxylates	323,15	78,30
n-2oh,1,1,1	1ac	ammonium	carboxylates	328,15	63,00
n-2oh,1,1,1	1ac	ammonium	carboxylates	333,15	51,40
n-2oh,1,1,1	1ac	ammonium	carboxylates	338,15	42,40
n-2oh,1,1,1	1ac	ammonium	carboxylates	343,15	35,40
n-2oh,1,1,1	1ac	ammonium	carboxylates	348,15	29,80
n-2oh,1,1,1	1ac	ammonium	carboxylates	353,15	25,40
n-2oh,1,1,1	1ac	ammonium	carboxylates	293,15	4600,00
n-2oh,1,1,1	1ac	ammonium	carboxylates	298,15	2918,60
n-2oh,1,1,1	1ac	ammonium	carboxylates	303,15	1909,60
n-2oh,1,1,1	1ac	ammonium	carboxylates	308,15	1285,00
n-2oh,1,1,1	1ac	ammonium	carboxylates	313,15	888,10
n-2oh,1,1,1	1ac	ammonium	carboxylates	318,15	628,80
n-2oh,1,1,1	1ac	ammonium	carboxylates	323,15	455,40
n-2oh,1,1,1	1ac	ammonium	carboxylates	328,15	336,70
n-2oh,1,1,1	1ac	ammonium	carboxylates	333,15	253,80
n-2oh,1,1,1	1ac	ammonium	carboxylates	338,15	194,80
n-2oh,1,1,1	1ac	ammonium	carboxylates	343,15	151,90
n-2oh,1,1,1	2ac	ammonium	carboxylates	293,15	833,10
n-2oh,1,1,1	2ac	ammonium	carboxylates	298,15	630,60
n-2oh,1,1,1	2ac	ammonium	carboxylates	303,15	459,30
n-2oh,1,1,1	2ac	ammonium	carboxylates	308,15	344,20
n-2oh,1,1,1	2ac	ammonium	carboxylates	313,15	254,00
n-2oh,1,1,1	2ac	ammonium	carboxylates	318,15	193,80
n-2oh,1,1,1	2ac	ammonium	carboxylates	323,15	150,20
n-2oh,1,1,1	2ac	ammonium	carboxylates	328,15	118,20
n-2oh,1,1,1	2ac	ammonium	carboxylates	333,15	94,30
n-2oh,1,1,1	2ac	ammonium	carboxylates	338,15	76,10
n-2oh,1,1,1	2ac	ammonium	carboxylates	343,15	62,20
n-2oh,1,1,1	2ac	ammonium	carboxylates	348,15	51,40
n-2oh,1,1,1	2ac	ammonium	carboxylates	353,15	42,90
n-2oh,1,1,1	4ac	ammonium	carboxylates	293,15	929,20
n-2oh,1,1,1	4ac	ammonium	carboxylates	298,15	710,70
n-2oh,1,1,1	4ac	ammonium	carboxylates	303,15	530,40
n-2oh,1,1,1	4ac	ammonium	carboxylates	308,15	400,30
n-2oh,1,1,1	4ac	ammonium	carboxylates	313,15	298,00
n-2oh,1,1,1	4ac	ammonium	carboxylates	318,15	225,90
n-2oh,1,1,1	4ac	ammonium	carboxylates	323,15	175,30
n-2oh,1,1,1	4ac	ammonium	carboxylates	328,15	140,30
n-2oh,1,1,1	4ac	ammonium	carboxylates	333,15	110,90
n-2oh,1,1,1	4ac	ammonium	carboxylates	338,15	89,70
n-2oh,1,1,1	4ac	ammonium	carboxylates	343,15	73,70
n-2oh,1,1,1	4ac	ammonium	carboxylates	348,15	60,90
n-2oh,1,1,1	4ac	ammonium	carboxylates	353,15	51,00
n-2oh,1,1,1	acsul	ammonium	sulfonates	298,00	1092,00
n-2oh,1,1,1	ala	ammonium	aminoacids	298,15	385,60
n-2oh,1,1,1	ala	ammonium	aminoacids	303,15	234,90
n-2oh,1,1,1	ala	ammonium	aminoacids	308,15	136,80
n-2oh,1,1,1	ala	ammonium	aminoacids	313,15	89,00
n-2oh,1,1,1	ala	ammonium	aminoacids	318,15	51,80
n-2oh,1,1,1	ala	ammonium	aminoacids	323,15	31,50
n-2oh,1,1,1	ala	ammonium	aminoacids	328,15	21,50
n-2oh,1,1,1	ala	ammonium	aminoacids	333,15	14,00
n-2oh,1,1,1	ala	ammonium	aminoacids	338,15	10,00
n-2oh,1,1,1	ala	ammonium	aminoacids	343,15	7,40
n-2oh,1,1,1	ala	ammonium	aminoacids	348,15	5,70
n-2oh,1,1,1	ala	ammonium	aminoacids	353,15	4,40
n-2oh,1,1,1	bala	ammonium	aminoacids	298,15	5092,10
n-2oh,1,1,1	bala	ammonium	aminoacids	303,15	3022,20
n-2oh,1,1,1	bala	ammonium	aminoacids	308,15	1820,40
n-2oh,1,1,1	bala	ammonium	aminoacids	313,15	1146,20
n-2oh,1,1,1	bala	ammonium	aminoacids	318,15	723,20
n-2oh,1,1,1	bala	ammonium	aminoacids	323,15	470,70
n-2oh,1,1,1	bala	ammonium	aminoacids	328,15	322,40
n-2oh,1,1,1	bala	ammonium	aminoacids	333,15	220,70
n-2oh,1,1,1	bala	ammonium	aminoacids	338,15	155,90
n-2oh,1,1,1	bala	ammonium	aminoacids	343,15	112,00
n-2oh,1,1,1	bala	ammonium	aminoacids	348,15	79,30
n-2oh,1,1,1	bala	ammonium	aminoacids	353,15	56,70
n-2oh,1,1,1	bes	ammonium	sulfonates	293,15	33236,00
n-2oh,1,1,1	bes	ammonium	sulfonates	298,15	20518,00
n-2oh,1,1,1	bes	ammonium	sulfonates	303,15	13056,00
n-2oh,1,1,1	bes	ammonium	sulfonates	308,15	8631,60
n-2oh,1,1,1	bes	ammonium	sulfonates	313,15	5848,40
n-2oh,1,1,1	bes	ammonium	sulfonates	318,15	4045,80
n-2oh,1,1,1	bes	ammonium	sulfonates	323,15	2861,00
n-2oh,1,1,1	bes	ammonium	sulfonates	328,15	2061,70
n-2oh,1,1,1	bes	ammonium	sulfonates	333,15	1526,80
n-2oh,1,1,1	bes	ammonium	sulfonates	338,15	1136,60
n-2oh,1,1,1	bes	ammonium	sulfonates	343,15	858,10
n-2oh,1,1,1	bes	ammonium	sulfonates	348,15	658,80
n-2oh,1,1,1	bes	ammonium	sulfonates	353,15	512,70
n-2oh,1,1,1	biot	ammonium	carboxylates	293,15	1565,67
n-2oh,1,1,1	biot	ammonium	carboxylates	298,15	981,39
n-2oh,1,1,1	biot	ammonium	carboxylates	303,15	619,07
n-2oh,1,1,1	biot	ammonium	carboxylates	308,15	381,11
n-2oh,1,1,1	biot	ammonium	carboxylates	313,15	220,16
n-2oh,1,1,1	capso	ammonium	sulfonates	328,15	56778,00
n-2oh,1,1,1	capso	ammonium	sulfonates	333,15	34168,00
n-2oh,1,1,1	capso	ammonium	sulfonates	338,15	21501,00
n-2oh,1,1,1	capso	ammonium	sulfonates	343,15	14013,00
n-2oh,1,1,1	capso	ammonium	sulfonates	348,15	9355,90
n-2oh,1,1,1	capso	ammonium	sulfonates	353,15	6385,40
n-2oh,1,1,1	dca	ammonium	dicyanamides	298,00	51,30
n-2oh,1,1,1	gly	ammonium	aminoacids	298,15	182,30
n-2oh,1,1,1	gly	ammonium	aminoacids	303,15	119,90
n-2oh,1,1,1	gly	ammonium	aminoacids	308,15	84,30
n-2oh,1,1,1	gly	ammonium	aminoacids	313,15	50,20
n-2oh,1,1,1	gly	ammonium	aminoacids	318,15	29,40
n-2oh,1,1,1	gly	ammonium	aminoacids	323,15	19,90
n-2oh,1,1,1	gly	ammonium	aminoacids	328,15	14,30
n-2oh,1,1,1	gly	ammonium	aminoacids	333,15	10,40
n-2oh,1,1,1	gly	ammonium	aminoacids	338,15	7,20
n-2oh,1,1,1	gly	ammonium	aminoacids	343,15	5,50
n-2oh,1,1,1	gly	ammonium	aminoacids	348,15	4,30
n-2oh,1,1,1	gly	ammonium	aminoacids	353,15	3,50
n-2oh,1,1,1	im44	ammonium	NTf2 derivatives	308,15	1338,00
n-2oh,1,1,1	im44	ammonium	NTf2 derivatives	313,15	947,10
n-2oh,1,1,1	im44	ammonium	NTf2 derivatives	318,15	684,60
n-2oh,1,1,1	im44	ammonium	NTf2 derivatives	323,15	506,10
n-2oh,1,1,1	im44	ammonium	NTf2 derivatives	328,15	379,90
n-2oh,1,1,1	im44	ammonium	NTf2 derivatives	333,15	290,30
n-2oh,1,1,1	im44	ammonium	NTf2 derivatives	338,15	224,80
n-2oh,1,1,1	im44	ammonium	NTf2 derivatives	343,15	176,70
n-2oh,1,1,1	im44	ammonium	NTf2 derivatives	348,15	140,70
n-2oh,1,1,1	im44	ammonium	NTf2 derivatives	353,15	113,40
n-2oh,1,1,1	la	ammonium	aminoacids	283,90	11544,76
n-2oh,1,1,1	la	ammonium	aminoacids	288,15	6960,20
n-2oh,1,1,1	la	ammonium	aminoacids	293,14	3942,18
n-2oh,1,1,1	la	ammonium	aminoacids	303,14	1500,47
n-2oh,1,1,1	la	ammonium	aminoacids	313,18	648,99
n-2oh,1,1,1	la	ammonium	aminoacids	323,14	308,16
n-2oh,1,1,1	la	ammonium	aminoacids	333,17	171,03
n-2oh,1,1,1	la	ammonium	aminoacids	343,18	103,19
n-2oh,1,1,1	la	ammonium	aminoacids	353,12	66,11
n-2oh,1,1,1	la	ammonium	aminoacids	293,15	3661,30
n-2oh,1,1,1	la	ammonium	aminoacids	298,15	2310,10
n-2oh,1,1,1	la	ammonium	aminoacids	303,15	1510,10
n-2oh,1,1,1	la	ammonium	aminoacids	308,15	1019,40
n-2oh,1,1,1	la	ammonium	aminoacids	313,15	708,40
n-2oh,1,1,1	la	ammonium	aminoacids	318,15	505,40
n-2oh,1,1,1	la	ammonium	aminoacids	323,15	369,40
n-2oh,1,1,1	la	ammonium	aminoacids	328,15	275,90
n-2oh,1,1,1	la	ammonium	aminoacids	333,15	210,20
n-2oh,1,1,1	la	ammonium	aminoacids	338,15	163,10
n-2oh,1,1,1	la	ammonium	aminoacids	343,15	128,70
n-2oh,1,1,1	mal	ammonium	carboxylates	293,15	12053,00
n-2oh,1,1,1	mal	ammonium	carboxylates	298,15	7430,00
n-2oh,1,1,1	mal	ammonium	carboxylates	303,15	4675,00
n-2oh,1,1,1	mal	ammonium	carboxylates	308,15	3076,40
n-2oh,1,1,1	mal	ammonium	carboxylates	313,15	2088,60
n-2oh,1,1,1	mal	ammonium	carboxylates	318,15	1453,20
n-2oh,1,1,1	mal	ammonium	carboxylates	323,15	1034,00
n-2oh,1,1,1	mal	ammonium	carboxylates	328,15	752,90
n-2oh,1,1,1	mal	ammonium	carboxylates	333,15	556,60
n-2oh,1,1,1	mal	ammonium	carboxylates	338,15	419,80
n-2oh,1,1,1	mal	ammonium	carboxylates	343,15	321,50
n-2oh,1,1,1	mopso	ammonium	sulfonates	308,15	49189,00
n-2oh,1,1,1	mopso	ammonium	sulfonates	313,15	28090,00
n-2oh,1,1,1	mopso	ammonium	sulfonates	318,15	16897,00
n-2oh,1,1,1	mopso	ammonium	sulfonates	323,15	10898,00
n-2oh,1,1,1	mopso	ammonium	sulfonates	328,15	6933,20
n-2oh,1,1,1	mopso	ammonium	sulfonates	333,15	4600,30
n-2oh,1,1,1	mopso	ammonium	sulfonates	338,15	3099,40
n-2oh,1,1,1	mopso	ammonium	sulfonates	343,15	2158,80
n-2oh,1,1,1	mopso	ammonium	sulfonates	348,15	1545,50
n-2oh,1,1,1	mopso	ammonium	sulfonates	353,15	1122,30
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	323,20	42,63
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	333,20	30,55
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	340,20	24,89
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	353,20	17,76
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	373,20	11,45
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	313,15	56,44
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	318,15	46,77
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	323,15	39,28
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	328,15	33,37
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	333,15	28,65
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	338,15	24,59
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	343,15	21,65
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	348,15	19,11
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	353,15	16,95
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	293,15	187,90
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	303,15	111,50
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	313,15	71,05
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	323,15	47,94
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	333,15	34,09
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	343,15	25,60
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	353,15	19,61
n-2oh,1,1,1	ntf2	ammonium	NTf2 derivatives	363,15	15,43
n-2oh,1,1,1	pro	ammonium	aminoacids	298,15	10643,80
n-2oh,1,1,1	pro	ammonium	aminoacids	303,15	5437,30
n-2oh,1,1,1	pro	ammonium	aminoacids	308,15	2824,60
n-2oh,1,1,1	pro	ammonium	aminoacids	313,15	1515,30
n-2oh,1,1,1	pro	ammonium	aminoacids	318,15	839,10
n-2oh,1,1,1	pro	ammonium	aminoacids	323,15	463,50
n-2oh,1,1,1	pro	ammonium	aminoacids	328,15	307,00
n-2oh,1,1,1	pro	ammonium	aminoacids	333,15	163,70
n-2oh,1,1,1	pro	ammonium	aminoacids	338,15	114,00
n-2oh,1,1,1	pro	ammonium	aminoacids	343,15	70,10
n-2oh,1,1,1	pro	ammonium	aminoacids	348,15	46,30
n-2oh,1,1,1	pro	ammonium	aminoacids	353,15	33,70
n-2oh,1,1,1	sac	ammonium	sulfonates	343,00	328,00
n-2oh,1,1,1	ser	ammonium	aminoacids	298,15	11543,70
n-2oh,1,1,1	ser	ammonium	aminoacids	303,15	6543,10
n-2oh,1,1,1	ser	ammonium	aminoacids	308,15	3793,30
n-2oh,1,1,1	ser	ammonium	aminoacids	313,15	2186,50
n-2oh,1,1,1	ser	ammonium	aminoacids	318,15	1306,00
n-2oh,1,1,1	ser	ammonium	aminoacids	323,15	811,50
n-2oh,1,1,1	ser	ammonium	aminoacids	328,15	522,90
n-2oh,1,1,1	ser	ammonium	aminoacids	333,15	346,60
n-2oh,1,1,1	ser	ammonium	aminoacids	338,15	237,70
n-2oh,1,1,1	ser	ammonium	aminoacids	343,15	167,50
n-2oh,1,1,1	ser	ammonium	aminoacids	348,15	120,10
n-2oh,1,1,1	ser	ammonium	aminoacids	353,15	90,20
n-2oh,1,1,1	so4-1	ammonium	sulfates	273,18	9903,21
n-2oh,1,1,1	so4-1	ammonium	sulfates	278,18	6024,58
n-2oh,1,1,1	so4-1	ammonium	sulfates	283,15	3737,21
n-2oh,1,1,1	so4-1	ammonium	sulfates	288,17	2463,12
n-2oh,1,1,1	so4-1	ammonium	sulfates	293,16	1695,24
n-2oh,1,1,1	so4-1	ammonium	sulfates	303,25	799,09
n-2oh,1,1,1	so4-1	ammonium	sulfates	313,15	397,48
n-2oh,1,1,1	so4-1	ammonium	sulfates	323,17	225,57
n-2oh,1,1,1	so4-1	ammonium	sulfates	333,14	136,94
n-2oh,1,1,1	so4-1	ammonium	sulfates	343,16	88,89
n-2oh,1,1,1	so4-1	ammonium	sulfates	353,16	61,62
n-2oh,1,1,1	so4-1	ammonium	sulfates	363,21	43,39
n-2oh,1,1,1	so4-1	ammonium	sulfates	372,03	32,70
n-2oh,1,1,1	vitaminC	ammonium	alcoholates	293,15	2887,13
n-2oh,1,1,1	vitaminC	ammonium	alcoholates	298,15	1546,41
n-2oh,1,1,1	vitaminC	ammonium	alcoholates	303,15	801,41
n-2oh,1,1,1	vitaminC	ammonium	alcoholates	308,15	431,55
n-2oh,1,1,1	vitaminC	ammonium	alcoholates	313,15	231,97
n-2oh,1	1ac	ammonium	carboxylates	288,15	425,85
n-2oh,1	1ac	ammonium	carboxylates	293,15	304,33
n-2oh,1	1ac	ammonium	carboxylates	298,15	219,95
n-2oh,1	1ac	ammonium	carboxylates	303,15	160,68
n-2oh,1	1ac	ammonium	carboxylates	308,15	118,58
n-2oh,1	1ac	ammonium	carboxylates	313,15	88,37
n-2oh,1	1ac	ammonium	carboxylates	318,15	66,46
n-2oh,1	1ac	ammonium	carboxylates	323,15	50,43
n-2oh,1	2ac	ammonium	carboxylates	288,15	601,88
n-2oh,1	2ac	ammonium	carboxylates	293,15	425,77
n-2oh,1	2ac	ammonium	carboxylates	298,15	304,71
n-2oh,1	2ac	ammonium	carboxylates	303,15	220,49
n-2oh,1	2ac	ammonium	carboxylates	308,15	161,23
n-2oh,1	2ac	ammonium	carboxylates	313,15	119,08
n-2oh,1	2ac	ammonium	carboxylates	318,15	88,79
n-2oh,1	2ac	ammonium	carboxylates	323,15	66,81
n-2oh,1	2aci	ammonium	carboxylates	288,15	298,86
n-2oh,1	2aci	ammonium	carboxylates	293,15	222,24
n-2oh,1	2aci	ammonium	carboxylates	298,15	166,91
n-2oh,1	2aci	ammonium	carboxylates	303,15	126,55
n-2oh,1	2aci	ammonium	carboxylates	308,15	96,82
n-2oh,1	2aci	ammonium	carboxylates	313,15	74,70
n-2oh,1	2aci	ammonium	carboxylates	318,15	58,11
n-2oh,1	2aci	ammonium	carboxylates	323,15	45,56
n-2oh,1	3ac	ammonium	carboxylates	288,15	441,27
