Cation	Anion	Cationic family	Anionic family	T / K	η / mPa s
im-2o1,2,1o3	ntf2	imidazolium	NTf2 derivatives	303,20	52,12
im-2o1,2,1o3	ntf2	imidazolium	NTf2 derivatives	308,20	40,93
im-2o1,2,1o3	ntf2	imidazolium	NTf2 derivatives	313,20	32,72
im-2o1,2,1o3	ntf2	imidazolium	NTf2 derivatives	318,20	26,57
im-2o1,2,1o3	ntf2	imidazolium	NTf2 derivatives	323,20	21,89
im-2o1,2,1o3	ntf2	imidazolium	NTf2 derivatives	328,20	18,26
im-2o1,2,1o3	ntf2	imidazolium	NTf2 derivatives	333,20	15,42
im-2o1,2,1o3	ntf2	imidazolium	NTf2 derivatives	338,20	13,15
im-2o1,2,1o3	ntf2	imidazolium	NTf2 derivatives	343,20	11,33
im-2o1,2,1o3	ntf2	imidazolium	NTf2 derivatives	348,20	9,84
im-2o1,2,1o3	ntf2	imidazolium	NTf2 derivatives	353,20	8,62
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	298,20	66,40
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	298,15	79,36
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	303,15	60,70
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	308,15	47,45
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	313,15	37,80
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	318,15	30,63
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	323,15	25,20
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	328,15	21,01
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	333,15	17,74
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	338,15	15,14
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	343,15	13,05
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	348,15	11,35
im-2o1,2,2	ntf2	imidazolium	NTf2 derivatives	353,15	9,96
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	298,15	35,96
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	303,15	29,18
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	308,15	24,04
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	313,15	20,09
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	318,15	17,00
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	323,15	14,55
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	328,15	12,58
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	333,15	10,98
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	338,15	9,66
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	343,15	8,56
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	348,15	7,64
im-2o1,2	ntf2	imidazolium	NTf2 derivatives	353,15	6,87
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	298,20	78,30
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	298,15	89,39
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	303,15	67,37
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	308,15	51,98
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	313,15	40,95
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	318,15	32,86
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	323,15	26,80
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	328,15	22,18
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	333,15	18,59
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	338,15	15,77
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	343,15	13,52
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	348,15	11,71
im-2o1,2o1,2	ntf2	imidazolium	NTf2 derivatives	353,15	10,22
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	298,15	46,90
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	303,15	37,07
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	308,15	29,87
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	313,15	24,48
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	318,15	20,36
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	323,15	17,17
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	328,15	14,65
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	333,15	12,63
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	338,15	11,00
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	343,15	9,66
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	348,15	8,56
im-2o1,2o1	ntf2	imidazolium	NTf2 derivatives	353,15	7,63
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	298,20	77,60
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	298,15	89,25
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	303,15	67,42
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	308,15	52,10
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	313,15	41,06
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	318,15	32,95
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	323,15	26,86
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	328,15	22,20
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	333,15	18,59
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	338,15	15,75
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	343,15	13,48
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	348,15	11,65
im-2o1,3,1	ntf2	imidazolium	NTf2 derivatives	353,15	10,15
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	298,20	89,50
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	298,15	99,10
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	303,15	74,71
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	308,15	57,46
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	313,15	45,00
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	318,15	35,82
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	323,15	28,93
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	328,15	23,68
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	333,15	19,62
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	338,15	16,43
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	343,15	13,90
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	348,15	11,87
im-2o1,3,2	ntf2	imidazolium	NTf2 derivatives	353,15	10,22
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	298,15	46,46
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	303,15	36,96
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	308,15	29,93
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	313,15	24,63
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	318,15	20,56
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	323,15	17,38
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	328,15	14,86
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	333,15	12,84
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	338,15	11,20
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	343,15	9,85
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	348,15	8,73
im-2o1,3	ntf2	imidazolium	NTf2 derivatives	353,15	7,79
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	298,20	101,90
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	298,15	94,47
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	303,15	71,38
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	308,15	55,08
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	313,15	43,31
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	318,15	34,63
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	323,15	28,11
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	328,15	23,13
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	333,15	19,27
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	338,15	16,23
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	343,15	13,81
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	348,15	11,86
im-2o1,4,1	ntf2	imidazolium	NTf2 derivatives	353,15	10,28
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	298,20	97,20
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	298,15	97,47
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	303,15	73,71
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	308,15	56,94
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	313,15	44,82
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	318,15	35,89
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	323,15	29,18
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	328,15	24,05
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	333,15	20,06
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	338,15	16,93
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	343,15	14,43
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	348,15	12,42
im-2o1,4,2	ntf2	imidazolium	NTf2 derivatives	353,15	10,78
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	298,15	50,84
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	303,15	39,81
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	308,15	31,80
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	313,15	25,86
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	318,15	21,37
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	323,15	17,90
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	328,15	15,19
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	333,15	13,03
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	338,15	11,29
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	343,15	9,88
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	348,15	8,71
im-2o1,4	ntf2	imidazolium	NTf2 derivatives	353,15	7,74
im-2o1,5,1	ntf2	imidazolium	NTf2 derivatives	298,20	86,10
im-2o1,5,2	ntf2	imidazolium	NTf2 derivatives	298,20	110,10
im-2o2,1,1	ntf2	imidazolium	NTf2 derivatives	298,20	64,00
im-2o2,1,1	ntf2	imidazolium	NTf2 derivatives	298,20	61,05
im-2o2,1,1	ntf2	imidazolium	NTf2 derivatives	303,20	48,55
im-2o2,1,1	ntf2	imidazolium	NTf2 derivatives	308,20	39,29
im-2o2,1,1	ntf2	imidazolium	NTf2 derivatives	313,20	32,29
im-2o2,1,1	ntf2	imidazolium	NTf2 derivatives	318,20	26,90
im-2o2,1,1	ntf2	imidazolium	NTf2 derivatives	323,20	22,70
im-2o2,1,1	ntf2	imidazolium	NTf2 derivatives	328,20	19,36
im-2o2,1,1	ntf2	imidazolium	NTf2 derivatives	333,20	16,68
im-2o2,1,1	ntf2	imidazolium	NTf2 derivatives	338,20	14,51
im-2o2,1,1	ntf2	imidazolium	NTf2 derivatives	343,20	12,73
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	298,20	63,10
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	298,20	62,86
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	303,20	48,38
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	308,20	38,09
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	313,20	30,59
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	318,20	25,00
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	323,20	20,75
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	328,20	17,46
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	333,20	14,88
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	338,20	12,81
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	343,20	11,15
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	348,20	9,79
im-2o2,1,1o2	ntf2	imidazolium	NTf2 derivatives	353,20	8,66
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	298,20	71,60
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	298,20	70,42
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	303,20	54,61
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	308,20	43,04
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	313,20	34,43
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	318,20	27,92
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	323,20	22,92
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	328,20	19,02
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	333,20	15,95
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	338,20	13,51
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	343,20	11,54
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	348,20	9,93
im-2o2,1,1o3	ntf2	imidazolium	NTf2 derivatives	353,20	8,62
im-2o2,1,2	ntf2	imidazolium	NTf2 derivatives	298,20	71,60
im-2o2,1	cl	imidazolium	inorganics	293,15	2063,10
im-2o2,1	cl	imidazolium	inorganics	298,15	1284,36
im-2o2,1	cl	imidazolium	inorganics	303,15	852,26
im-2o2,1	cl	imidazolium	inorganics	308,15	612,73
im-2o2,1	cl	imidazolium	inorganics	313,15	413,43
im-2o2,1	cl	imidazolium	inorganics	318,15	292,63
im-2o2,1	cl	imidazolium	inorganics	323,15	229,83
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	298,15	35,02
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	303,15	28,61
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	308,15	23,67
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	313,15	19,81
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	318,15	16,76
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	323,15	14,31
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	328,15	12,33
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	333,15	10,71
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	338,15	9,38
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	343,15	8,26
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	348,15	7,33
im-2o2,1	ntf2	imidazolium	NTf2 derivatives	353,15	6,54
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	298,15	74,83
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	303,15	57,74
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	308,15	45,47
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	313,15	36,46
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	318,15	29,72
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	323,15	24,57
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	328,15	20,58
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	333,15	17,44
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	338,15	14,94
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	343,15	12,92
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	348,15	11,27
im-2o2,1o1,1	ntf2	imidazolium	NTf2 derivatives	353,15	9,91
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	298,15	91,47
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	303,15	68,92
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	308,15	53,16
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	313,15	41,86
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	318,15	33,57
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	323,15	27,36
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	328,15	22,63
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	333,15	18,96
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	338,15	16,08
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	343,15	13,77
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	348,15	11,92
im-2o2,1o1,2	ntf2	imidazolium	NTf2 derivatives	353,15	10,40
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	298,15	52,03
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	303,15	40,79
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	308,15	32,57
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	313,15	26,43
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	318,15	21,77
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	323,15	18,17
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	328,15	15,34
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	333,15	13,09
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	338,15	11,28
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	343,15	9,81
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	348,15	8,60
im-2o2,1o1	ntf2	imidazolium	NTf2 derivatives	353,15	7,60
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	298,15	48,28
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	303,15	37,91
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	308,15	30,31
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	313,15	24,63
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	318,15	20,30
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	323,15	16,96
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	328,15	14,33
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	333,15	12,24
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	338,15	10,56
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	343,15	9,19
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	348,15	8,06
im-2o2,1o2	ntf2	imidazolium	NTf2 derivatives	353,15	7,12
im-2o2,2,1	ntf2	imidazolium	NTf2 derivatives	298,20	54,40
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	298,20	55,90
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	298,20	55,53
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	303,20	43,09
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	308,20	34,13
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	313,20	27,53
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	318,20	22,57
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	323,20	18,76
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	328,20	15,80
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	333,20	13,46
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	338,20	11,59
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	343,20	10,08
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	348,20	8,83
im-2o2,2,1o2	ntf2	imidazolium	NTf2 derivatives	353,20	7,80
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	298,20	65,80
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	298,20	65,93
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	303,20	51,15
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	308,20	40,45
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	313,20	32,54
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	318,20	26,57
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	323,20	22,00
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	328,20	18,44
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	333,20	15,63
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	338,20	13,39
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	343,20	11,57
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	348,20	10,08
im-2o2,2,1o3	ntf2	imidazolium	NTf2 derivatives	353,20	8,85
im-2o2,2,2	ntf2	imidazolium	NTf2 derivatives	298,20	62,40
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	298,15	31,22
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	303,15	25,53
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	308,15	21,19
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	313,15	17,83
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	318,15	15,18
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	323,15	13,06
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	328,15	11,35
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	333,15	9,95
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	338,15	8,79
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	343,15	7,82
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	348,15	7,01
im-2o2,2	ntf2	imidazolium	NTf2 derivatives	353,15	6,32
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	298,20	62,50
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	298,15	88,68
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	303,15	67,33
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	308,15	52,24
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	313,15	41,32
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	318,15	33,24
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	323,15	27,15
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	328,15	22,49
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	333,15	18,86
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	338,15	15,99
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	343,15	13,70
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	348,15	11,84
im-2o2,2o1,1	ntf2	imidazolium	NTf2 derivatives	353,15	10,33
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	298,20	80,70
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	298,15	83,35
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	303,15	63,26
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	308,15	49,15
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	313,15	39,00
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	318,15	31,51
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	323,15	25,87
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	328,15	21,56
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	333,15	18,19
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	338,15	15,53
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	343,15	13,40
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	348,15	11,67
im-2o2,2o1,2	ntf2	imidazolium	NTf2 derivatives	353,15	10,25
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	298,15	45,67
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	303,15	36,00
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	308,15	28,93
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	313,15	23,66
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	318,15	19,65
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	323,15	16,54
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	328,15	14,09
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	333,15	12,14
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	338,15	10,56
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	343,15	9,27
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	348,15	8,20
im-2o2,2o1	ntf2	imidazolium	NTf2 derivatives	353,15	7,31
im-2o2,2o2,1	ntf2	imidazolium	NTf2 derivatives	298,20	70,60
im-2o2,2o2,2	ntf2	imidazolium	NTf2 derivatives	298,20	75,30
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	298,15	41,01
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	303,15	33,00
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	308,15	26,97
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	313,15	22,37
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	318,15	18,79
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	323,15	15,96
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	328,15	13,70
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	333,15	11,88
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	338,15	10,38
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	343,15	9,15
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	348,15	8,11
im-2o2,2o2	ntf2	imidazolium	NTf2 derivatives	353,15	7,25
im-2o2,3,1	ntf2	imidazolium	NTf2 derivatives	298,20	72,90
im-2o2,3,2	ntf2	imidazolium	NTf2 derivatives	298,20	82,90
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	298,15	43,80
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	303,15	34,92
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	308,15	28,27
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	313,15	23,21
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	318,15	19,29
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	323,15	16,21
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	328,15	13,77
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	333,15	11,80
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	338,15	10,21
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	343,15	8,90
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	348,15	7,81
im-2o2,3	ntf2	imidazolium	NTf2 derivatives	353,15	6,90
im-2o2,4,1	ntf2	imidazolium	NTf2 derivatives	298,20	88,30
im-2o2,4,2	ntf2	imidazolium	NTf2 derivatives	298,20	92,10
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	298,15	49,48
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	303,15	39,21
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	308,15	31,59
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	313,15	25,83
im-2o2,4	ntf2	imidazolium	NTf2 derivatives	318,15	21,40
