Cation	Anion	Cationic family	Anionic family	T / K	σ / mN/m
im-8,1	ntf2	imidazolium	bistriflamide derivatives	308,15	29,78
im-8,1	otf	imidazolium	sulfonates	293,20	30,68
im-8,1	otf	imidazolium	sulfonates	298,20	30,45
im-8,1	otf	imidazolium	sulfonates	303,20	30,23
im-8,1	otf	imidazolium	sulfonates	308,20	30,01
im-8,1	otf	imidazolium	sulfonates	313,20	29,78
im-8,1	otf	imidazolium	sulfonates	318,20	29,55
im-8,1	otf	imidazolium	sulfonates	323,20	29,33
im-8,1	otf	imidazolium	sulfonates	298,15	28,50
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	303,00	36,50
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	298,15	36,10
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	293,15	35,16
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	303,15	34,60
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	313,15	33,89
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	323,15	33,14
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	333,15	32,67
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	343,15	31,98
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	302,95	33,56
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	313,47	32,98
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	322,73	32,52
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	333,05	31,93
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	342,84	31,46
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	353,56	30,94
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	293,41	34,14
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	283,92	34,62
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	308,14	33,32
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	318,04	32,80
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	337,95	31,68
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	348,18	31,15
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	327,98	32,25
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	298,13	33,95
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	287,88	34,48
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	303,00	33,48
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	313,51	33,16
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	322,79	32,46
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	332,98	32,02
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	343,00	31,53
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	353,62	30,83
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	293,42	34,36
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	283,91	34,75
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	308,10	33,27
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	318,02	32,90
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	337,93	31,81
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	348,12	31,26
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	327,97	32,12
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	298,15	32,50
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	303,15	33,80
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	303,15	32,90
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	293,15	36,50
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	298,15	36,20
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	303,15	35,90
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	308,15	35,60
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	313,15	35,20
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	283,15	35,78
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	293,15	35,15
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	303,15	34,60
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	313,15	33,89
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	323,15	33,14
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	333,15	32,67
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	336,00	32,80
im-8,1	pf6	imidazolium	hexafluorophosphate derivatives	298,15	36,50
im-8,1	phen	imidazolium	alcoholates	293,15	32,43
im-8,1	phen	imidazolium	alcoholates	303,15	31,51
im-8,1	phen	imidazolium	alcoholates	313,15	31,03
im-8,1	phen	imidazolium	alcoholates	323,15	30,12
im-8,1	phen	imidazolium	alcoholates	333,15	29,02
im-8,1	phen	imidazolium	alcoholates	343,15	27,78
im-8,1	phen	imidazolium	alcoholates	353,15	26,78
im-8,1	pro	imidazolium	aminoacids	293,15	29,28
im-8,1	pro	imidazolium	aminoacids	303,15	28,88
im-8,1	pro	imidazolium	aminoacids	313,15	28,46
im-8,1	pro	imidazolium	aminoacids	323,15	28,17
im-8,1	pro	imidazolium	aminoacids	333,15	27,76
im-8,1	pro	imidazolium	aminoacids	343,15	27,62
im-8,1	pro	imidazolium	aminoacids	353,15	27,14
im-8,1	ser	imidazolium	aminoacids	293,15	34,29
im-8,1	ser	imidazolium	aminoacids	303,15	32,80
im-8,1	ser	imidazolium	aminoacids	313,15	32,20
im-8,1	ser	imidazolium	aminoacids	323,15	31,60
im-8,1	ser	imidazolium	aminoacids	333,15	31,00
im-8,1	ser	imidazolium	aminoacids	343,15	30,01
im-8,1	ser	imidazolium	aminoacids	353,15	29,23
im-8,1	so3-4[f]	imidazolium	sulfonates	313,30	20,57
im-8,1	so3-4[f]	imidazolium	sulfonates	323,50	20,38
im-8,1	so3-4[f]	imidazolium	sulfonates	333,40	20,02
im-8,1	so3-4[f]	imidazolium	sulfonates	342,90	19,81
im-8,1	so3-4[f]	imidazolium	sulfonates	353,20	19,50
im-8,1	so4-1	imidazolium	sulfates	298,15	30,10
im-8,1	so4-1	imidazolium	sulfates	298,15	30,41
im-8,1	so4-1	imidazolium	sulfates	313,15	30,03
im-8,1	so4-2	imidazolium	sulfates	298,15	28,67
im-8,1	so4-2	imidazolium	sulfates	313,15	27,94
im-8,1	tcb	imidazolium	tetrafluoroborate derivatives	298,15	38,60
im-8,1	tcb	imidazolium	tetrafluoroborate derivatives	283,23	38,64
im-8,1	tcb	imidazolium	tetrafluoroborate derivatives	293,32	38,01
im-8,1	tcb	imidazolium	tetrafluoroborate derivatives	303,30	36,81
im-8,1	tcb	imidazolium	tetrafluoroborate derivatives	313,27	36,18
im-8,1	tcb	imidazolium	tetrafluoroborate derivatives	323,23	35,19
im-8,1	tcb	imidazolium	tetrafluoroborate derivatives	333,18	34,15
im-8,1	tcb	imidazolium	tetrafluoroborate derivatives	343,21	33,44
im-8,1	tcb	imidazolium	tetrafluoroborate derivatives	353,28	32,41
im-8,1	tcb	imidazolium	tetrafluoroborate derivatives	293,35	37,12
im-8,1	tcb	imidazolium	tetrafluoroborate derivatives	363,15	28,80
im-8,8	ntf2	imidazolium	bistriflamide derivatives	298,40	29,20
im-8,8	ntf2	imidazolium	bistriflamide derivatives	307,80	28,60
im-8,8	ntf2	imidazolium	bistriflamide derivatives	317,90	28,20
im-8,8	ntf2	imidazolium	bistriflamide derivatives	328,20	27,50
im-8,8	ntf2	imidazolium	bistriflamide derivatives	338,80	26,90
im-8,8	ntf2	imidazolium	bistriflamide derivatives	342,80	26,70
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	283,61	32,09
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	288,37	31,88
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	293,36	31,67
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	298,31	31,45
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	303,12	31,29
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	308,11	31,10
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	313,06	30,81
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	317,83	30,66
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	322,90	30,39
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	328,74	30,12
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	333,58	29,92
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	338,67	29,67
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	342,48	29,52
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	348,12	29,30
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	353,08	29,07
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	357,99	28,86
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	363,61	28,61
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	269,49	33,05
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	274,62	32,75
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	278,42	32,60
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	283,73	32,33
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	288,41	32,14
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	293,36	31,82
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	298,28	31,59
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	303,11	31,38
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	308,07	31,20
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	313,04	30,90
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	317,79	30,65
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	322,85	30,43
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	328,72	30,17
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	333,58	29,92
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	338,63	29,71
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	342,37	29,49
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	348,21	29,22
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	352,10	29,02
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	357,88	28,83
im-9,1	bf4	imidazolium	tetrafluoroborate derivatives	363,56	28,58
im-9,1	br	imidazolium	inorganics	303,28	30,12
im-9,1	br	imidazolium	inorganics	308,55	29,91
im-9,1	br	imidazolium	inorganics	313,44	29,73
im-9,1	br	imidazolium	inorganics	318,03	29,54
im-9,1	br	imidazolium	inorganics	323,23	29,30
im-9,1	br	imidazolium	inorganics	327,97	29,10
im-9,1	br	imidazolium	inorganics	333,11	28,86
im-9,1	br	imidazolium	inorganics	338,49	28,59
im-9,1	br	imidazolium	inorganics	342,80	28,39
im-9,1	br	imidazolium	inorganics	348,31	28,18
im-9,1	br	imidazolium	inorganics	352,40	27,99
im-9,1	br	imidazolium	inorganics	358,31	27,75
im-9,1	br	imidazolium	inorganics	361,68	27,59
im-9,1	br	imidazolium	inorganics	298,64	30,63
im-9,1	br	imidazolium	inorganics	303,27	30,41
im-9,1	br	imidazolium	inorganics	308,54	30,17
im-9,1	br	imidazolium	inorganics	313,44	29,95
im-9,1	br	imidazolium	inorganics	318,03	29,77
im-9,1	br	imidazolium	inorganics	323,20	29,62
im-9,1	br	imidazolium	inorganics	327,94	29,41
im-9,1	br	imidazolium	inorganics	333,09	29,19
im-9,1	br	imidazolium	inorganics	338,49	28,72
im-9,1	br	imidazolium	inorganics	342,76	28,51
im-9,1	br	imidazolium	inorganics	348,23	28,46
im-9,1	br	imidazolium	inorganics	352,32	27,98
im-9,1	br	imidazolium	inorganics	358,25	27,94
im-9,1	br	imidazolium	inorganics	361,60	27,82
im-9,1	ntf2	imidazolium	bistriflamide derivatives	298,50	32,00
im-9,1	ntf2	imidazolium	bistriflamide derivatives	308,50	31,40
im-9,1	ntf2	imidazolium	bistriflamide derivatives	318,20	30,60
im-9,1	ntf2	imidazolium	bistriflamide derivatives	328,90	30,00
im-9,1	ntf2	imidazolium	bistriflamide derivatives	338,80	29,40
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	288,14	33,20
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	293,07	32,96
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	298,16	32,70
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	303,11	32,48
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	308,11	32,27
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	313,16	31,99
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	318,03	31,76
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	323,07	31,51
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	328,04	31,25
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	332,95	30,99
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	338,37	30,75
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	343,34	30,50
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	347,87	30,23
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	352,81	29,98
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	357,85	29,76
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	365,22	29,40
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	288,18	33,64
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	293,07	33,26
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	298,13	32,86
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	303,12	32,80
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	308,13	32,71
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	313,19	32,40
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	318,06	32,17
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	323,10	31,89
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	328,00	31,70
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	332,93	31,43
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	338,49	31,11
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	343,59	30,88
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	347,90	30,57
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	352,87	30,32
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	358,12	30,14
im-9,1	pf6	imidazolium	hexafluorophosphate derivatives	365,11	29,71
im-9,9	ntf2	imidazolium	bistriflamide derivatives	298,20	29,50
im-9,9	ntf2	imidazolium	bistriflamide derivatives	308,10	28,90
im-9,9	ntf2	imidazolium	bistriflamide derivatives	318,30	28,20
im-9,9	ntf2	imidazolium	bistriflamide derivatives	328,60	27,60
im-9,9	ntf2	imidazolium	bistriflamide derivatives	339,30	27,00
im-9,9	ntf2	imidazolium	bistriflamide derivatives	343,00	26,70
im-[2o]21,1	ntf2	imidazolium	bistriflamide derivatives	298,15	36,50
im-[2o]21,1	so3-1	imidazolium	sulfonates	298,15	46,95
im-[2o]21,1	so3-1	imidazolium	sulfonates	303,15	46,49
im-[2o]21,1	so3-1	imidazolium	sulfonates	308,15	45,97
im-[2o]21,1	so3-1	imidazolium	sulfonates	313,15	45,48
im-[2o]21,1	so3-1	imidazolium	sulfonates	318,15	44,96
im-[2o]21,1	so3-1	imidazolium	sulfonates	323,15	44,45
im-[2o]21,1	so3-1	imidazolium	sulfonates	328,15	44,01
im-[2o]21,1	so3-1	imidazolium	sulfonates	333,15	43,50
im-[2o]21,1	so3-1	imidazolium	sulfonates	338,15	42,98
im-[2o]21,1	so3-1	imidazolium	sulfonates	343,15	42,51
im-[2o]31,1	so3-1	imidazolium	sulfonates	298,15	45,18
im-[2o]31,1	so3-1	imidazolium	sulfonates	303,15	44,66
im-[2o]31,1	so3-1	imidazolium	sulfonates	308,15	44,15
im-[2o]31,1	so3-1	imidazolium	sulfonates	313,15	43,75
im-[2o]31,1	so3-1	imidazolium	sulfonates	318,15	43,27
im-[2o]31,1	so3-1	imidazolium	sulfonates	323,15	42,75
im-[2o]31,1	so3-1	imidazolium	sulfonates	328,15	42,26
im-[2o]31,1	so3-1	imidazolium	sulfonates	333,15	41,68
im-[2o]31,1	so3-1	imidazolium	sulfonates	338,15	41,19
im-[2o]31,1	so3-1	imidazolium	sulfonates	343,15	40,71
im-a,10	dca	imidazolium	dicyanamides	298,15	31,70
im-a,12	dca	imidazolium	dicyanamides	298,15	31,10
im-a,14	dca	imidazolium	dicyanamides	298,15	30,50
im-a,1	ntf2	imidazolium	bistriflamide derivatives	298,15	31,70
im-a,1	ntf2	imidazolium	bistriflamide derivatives	303,15	31,50
im-a,1	ntf2	imidazolium	bistriflamide derivatives	308,15	31,30
im-a,1	ntf2	imidazolium	bistriflamide derivatives	313,15	31,00
im-a,1	ntf2	imidazolium	bistriflamide derivatives	318,15	30,70
im-a,1	ntf2	imidazolium	bistriflamide derivatives	323,15	30,50
im-a,1	ntf2	imidazolium	bistriflamide derivatives	328,15	30,30
im-a,1	ntf2	imidazolium	bistriflamide derivatives	333,15	30,00
im-a,1	ntf2	imidazolium	bistriflamide derivatives	338,15	29,80
im-a,1	ntf2	imidazolium	bistriflamide derivatives	343,15	29,60
im-a,1	ntf2	imidazolium	bistriflamide derivatives	348,15	29,30
im-a,4	dca	imidazolium	dicyanamides	298,15	42,10
im-a,6	dca	imidazolium	dicyanamides	298,15	38,60
im-a,8	dca	imidazolium	dicyanamides	298,15	32,70
im-chc(ch3)2,1	bf4	imidazolium	tetrafluoroborate derivatives	298,15	51,80
im-v,10	dca	imidazolium	dicyanamides	298,15	30,60
im-v,8	dca	imidazolium	dicyanamides	298,15	32,80
im-v,a	dca	imidazolium	dicyanamides	298,15	49,50
im	3ac	imidazolium	carboxylates	298,00	34,40
im	4ac	imidazolium	carboxylates	298,00	33,00
im	6ac	imidazolium	carboxylates	298,00	32,80
im	7ac	imidazolium	carboxylates	298,00	32,50
im	hso4	imidazolium	sulfates	293,15	53,94
im	hso4	imidazolium	sulfates	303,15	53,20
im	hso4	imidazolium	sulfates	313,15	52,27
im	hso4	imidazolium	sulfates	323,15	51,27
im	hso4	imidazolium	sulfates	333,15	50,32
im	hso4	imidazolium	sulfates	343,15	49,03
im	hso4	imidazolium	sulfates	353,15	47,90
mo-1	1ac	morpholinium	carboxylates	298,15	28,10
mo-1	1ac	morpholinium	carboxylates	303,15	27,70
mo-1	1ac	morpholinium	carboxylates	308,15	27,30
mo-1	1ac	morpholinium	carboxylates	313,15	26,90
mo-1	1ac	morpholinium	carboxylates	318,15	26,60
mo-1	1ac	morpholinium	carboxylates	323,15	26,10
mo-1	1ac	morpholinium	carboxylates	328,15	25,60
mo-1	1ac	morpholinium	carboxylates	333,15	25,30
mo-1	1ac	morpholinium	carboxylates	338,15	24,90
mo-1	1ac	morpholinium	carboxylates	343,15	24,30
mo-1	1ac	morpholinium	carboxylates	348,15	23,90
mo-1	4ac	morpholinium	carboxylates	298,15	25,30
mo-1	4ac	morpholinium	carboxylates	303,15	25,00
mo-1	4ac	morpholinium	carboxylates	308,15	24,60
mo-1	4ac	morpholinium	carboxylates	313,15	24,10
mo-1	4ac	morpholinium	carboxylates	318,15	23,80
mo-1	4ac	morpholinium	carboxylates	323,15	23,50
mo-1	4ac	morpholinium	carboxylates	328,15	23,00
mo-1	4ac	morpholinium	carboxylates	333,15	22,60
mo-1	4ac	morpholinium	carboxylates	338,15	22,30
mo-1	4ac	morpholinium	carboxylates	343,15	21,80
mo-1	4ac	morpholinium	carboxylates	348,15	21,50
mo-1	8ac	morpholinium	carboxylates	298,15	22,20
mo-1	8ac	morpholinium	carboxylates	303,15	22,00
mo-1	8ac	morpholinium	carboxylates	308,15	21,80
mo-1	8ac	morpholinium	carboxylates	313,15	21,60
mo-1	8ac	morpholinium	carboxylates	318,15	21,30
mo-1	8ac	morpholinium	carboxylates	323,15	21,20
mo-1	8ac	morpholinium	carboxylates	328,15	21,00
mo-1	8ac	morpholinium	carboxylates	333,15	20,50
mo-1	8ac	morpholinium	carboxylates	338,15	20,50
mo-1	8ac	morpholinium	carboxylates	343,15	20,30
mo-1	8ac	morpholinium	carboxylates	348,15	20,10
mo-1	ac	morpholinium	carboxylates	298,15	28,80
mo-1	ac	morpholinium	carboxylates	303,15	28,30
mo-1	ac	morpholinium	carboxylates	308,15	28,10
mo-1	ac	morpholinium	carboxylates	313,15	27,60
mo-1	ac	morpholinium	carboxylates	318,15	26,90
mo-1	ac	morpholinium	carboxylates	323,15	26,20
mo-1	ac	morpholinium	carboxylates	328,15	25,90
mo-1	ac	morpholinium	carboxylates	333,15	25,30
mo-1	ac	morpholinium	carboxylates	338,15	24,90
mo-1	ac	morpholinium	carboxylates	343,15	24,40
mo-1	ac	morpholinium	carboxylates	348,15	23,90
mo-1	for	morpholinium	carboxylates	298,15	48,40
mo-1	for	morpholinium	carboxylates	303,15	47,90
mo-1	for	morpholinium	carboxylates	308,15	47,30
mo-1	for	morpholinium	carboxylates	313,15	46,80
mo-1	for	morpholinium	carboxylates	318,15	46,30
mo-1	for	morpholinium	carboxylates	323,15	45,90
mo-1	for	morpholinium	carboxylates	328,15	45,30
mo-1	for	morpholinium	carboxylates	333,15	44,90
mo-1	for	morpholinium	carboxylates	338,15	44,30
mo-1	for	morpholinium	carboxylates	343,15	43,80
mo-1	for	morpholinium	carboxylates	348,15	43,30
mo-2	1ac	morpholinium	carboxylates	298,15	25,70
mo-2	1ac	morpholinium	carboxylates	303,15	25,40
mo-2	1ac	morpholinium	carboxylates	308,15	24,90
mo-2	1ac	morpholinium	carboxylates	313,15	24,50
mo-2	1ac	morpholinium	carboxylates	318,15	24,20
mo-2	1ac	morpholinium	carboxylates	323,15	23,80
mo-2	1ac	morpholinium	carboxylates	328,15	23,40
mo-2	1ac	morpholinium	carboxylates	333,15	23,00
mo-2	1ac	morpholinium	carboxylates	338,15	22,60
mo-2	1ac	morpholinium	carboxylates	343,15	22,10
mo-2	1ac	morpholinium	carboxylates	348,15	21,70
mo-2	4ac	morpholinium	carboxylates	298,15	23,10
mo-2	4ac	morpholinium	carboxylates	303,15	22,80
mo-2	4ac	morpholinium	carboxylates	308,15	22,40
mo-2	4ac	morpholinium	carboxylates	313,15	22,10
mo-2	4ac	morpholinium	carboxylates	318,15	21,70
mo-2	4ac	morpholinium	carboxylates	323,15	21,40
mo-2	4ac	morpholinium	carboxylates	328,15	21,10
mo-2	4ac	morpholinium	carboxylates	333,15	20,70
mo-2	4ac	morpholinium	carboxylates	338,15	20,40
mo-2	4ac	morpholinium	carboxylates	343,15	20,00
mo-2	4ac	morpholinium	carboxylates	348,15	19,70
mo-2	8ac	morpholinium	carboxylates	298,15	19,70
mo-2	8ac	morpholinium	carboxylates	303,15	19,50
mo-2	8ac	morpholinium	carboxylates	308,15	19,20
mo-2	8ac	morpholinium	carboxylates	313,15	19,00
mo-2	8ac	morpholinium	carboxylates	318,15	18,80
mo-2	8ac	morpholinium	carboxylates	323,15	18,70
mo-2	8ac	morpholinium	carboxylates	328,15	18,40
mo-2	8ac	morpholinium	carboxylates	333,15	18,20
mo-2	8ac	morpholinium	carboxylates	338,15	17,90
mo-2	8ac	morpholinium	carboxylates	343,15	17,60
mo-2	8ac	morpholinium	carboxylates	348,15	17,50
mo-2	ac	morpholinium	carboxylates	298,15	27,70
mo-2	ac	morpholinium	carboxylates	303,15	27,40
mo-2	ac	morpholinium	carboxylates	308,15	26,90
mo-2	ac	morpholinium	carboxylates	313,15	26,50
mo-2	ac	morpholinium	carboxylates	318,15	26,10
mo-2	ac	morpholinium	carboxylates	323,15	25,50
