Cation	Anion	Cationic family	Anionic family	T / K	σ / mN/m
im-6,1	reo4	imidazolium	metal complexes	318,15	40,10
im-6,1	reo4	imidazolium	metal complexes	323,15	39,80
im-6,1	reo4	imidazolium	metal complexes	328,15	39,40
im-6,1	reo4	imidazolium	metal complexes	333,15	39,20
im-6,1	reo4	imidazolium	metal complexes	338,15	38,90
im-6,1	reo4	imidazolium	metal complexes	343,15	38,70
im-6,1	sbf6	imidazolium	metal complexes	293,15	39,40
im-6,1	sbf6	imidazolium	metal complexes	298,15	38,90
im-6,1	sbf6	imidazolium	metal complexes	303,15	38,50
im-6,1	sbf6	imidazolium	metal complexes	308,15	38,00
im-6,1	sbf6	imidazolium	metal complexes	313,15	37,70
im-6,1	sbf6	imidazolium	metal complexes	318,15	37,20
im-6,1	sbf6	imidazolium	metal complexes	323,15	36,90
im-6,1	sbf6	imidazolium	metal complexes	328,15	36,60
im-6,1	sbf6	imidazolium	metal complexes	333,15	36,10
im-6,1	sbf6	imidazolium	metal complexes	338,15	35,70
im-6,1	sbf6	imidazolium	metal complexes	343,15	35,20
im-6,1	so3-4[f]	imidazolium	sulfonates	303,20	21,58
im-6,1	so3-4[f]	imidazolium	sulfonates	313,60	21,36
im-6,1	so3-4[f]	imidazolium	sulfonates	323,70	21,12
im-6,1	so3-4[f]	imidazolium	sulfonates	333,60	20,86
im-6,1	so3-4[f]	imidazolium	sulfonates	343,00	20,58
im-6,1	so4-1	imidazolium	sulfates	298,15	33,59
im-6,1	so4-2	imidazolium	sulfates	298,15	31,77
im-6,1	so4-2	imidazolium	sulfates	313,15	29,63
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	298,60	41,50
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	308,40	40,80
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	318,00	40,00
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	328,00	39,20
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	338,50	38,40
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	342,90	38,20
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	295,15	40,17
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	343,15	33,53
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	353,15	32,58
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	363,15	30,89
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	283,27	41,99
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	293,29	41,32
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	303,27	40,40
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	313,29	39,39
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	323,26	38,60
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	333,20	37,61
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	343,18	37,00
im-6,1	tcb	imidazolium	tetrafluoroborate derivatives	353,25	35,86
im-6,1	tfa	imidazolium	carboxylates	293,15	40,00
im-6,1	tfa	imidazolium	carboxylates	298,15	39,70
im-6,1	tfa	imidazolium	carboxylates	303,15	39,50
im-6,1	tfa	imidazolium	carboxylates	308,15	39,20
im-6,1	tfa	imidazolium	carboxylates	313,15	39,00
im-6,1	tfa	imidazolium	carboxylates	318,15	38,80
im-6,1	tfa	imidazolium	carboxylates	323,15	38,60
im-6,1	tfa	imidazolium	carboxylates	328,15	38,30
im-6,1	tfa	imidazolium	carboxylates	333,15	38,10
im-6,1	tfa	imidazolium	carboxylates	338,15	37,90
im-6,1	tfa	imidazolium	carboxylates	343,15	37,80
im-6,1	thr	imidazolium	aminoacids	288,15	37,00
im-6,1	thr	imidazolium	aminoacids	293,15	36,60
im-6,1	thr	imidazolium	aminoacids	298,15	36,30
im-6,1	thr	imidazolium	aminoacids	303,15	36,00
im-6,1	thr	imidazolium	aminoacids	308,15	35,70
im-6,1	thr	imidazolium	aminoacids	313,15	35,40
im-6,1	thr	imidazolium	aminoacids	318,15	35,00
im-6,1	thr	imidazolium	aminoacids	323,15	34,70
im-6,1	thr	imidazolium	aminoacids	328,15	34,40
im-6,6	ntf2	imidazolium	bistriflamide derivatives	298,60	29,50
im-6,6	ntf2	imidazolium	bistriflamide derivatives	308,00	28,90
im-6,6	ntf2	imidazolium	bistriflamide derivatives	318,20	28,40
im-6,6	ntf2	imidazolium	bistriflamide derivatives	328,70	27,90
im-6,6	ntf2	imidazolium	bistriflamide derivatives	338,70	27,20
im-6,6	ntf2	imidazolium	bistriflamide derivatives	343,20	26,90
im-6	pf6	imidazolium	hexafluorophosphate derivatives	298,15	37,20
im-6	pf6	imidazolium	hexafluorophosphate derivatives	293,15	39,02
im-6	pf6	imidazolium	hexafluorophosphate derivatives	303,15	38,35
im-6	pf6	imidazolium	hexafluorophosphate derivatives	313,15	37,71
im-6	pf6	imidazolium	hexafluorophosphate derivatives	323,15	37,09
im-6	pf6	imidazolium	hexafluorophosphate derivatives	333,15	36,47
im-6	pf6	imidazolium	hexafluorophosphate derivatives	343,15	35,91
im-6	pf6	imidazolium	hexafluorophosphate derivatives	353,15	35,15
im-6oh,1	cl	imidazolium	inorganics	298,15	50,00
im-6oh,1	cl	imidazolium	inorganics	303,15	48,80
im-6oh,1	cl	imidazolium	inorganics	308,15	47,80
im-6oh,1	cl	imidazolium	inorganics	313,15	46,70
im-6oh,1	cl	imidazolium	inorganics	318,15	45,40
im-6oh,1	cl	imidazolium	inorganics	323,15	44,00
im-6oh,2	cl	imidazolium	inorganics	298,15	42,30
im-6oh,2	cl	imidazolium	inorganics	303,15	41,30
im-6oh,2	cl	imidazolium	inorganics	308,15	40,00
im-6oh,2	cl	imidazolium	inorganics	313,15	38,80
im-6oh,2	cl	imidazolium	inorganics	318,15	37,40
im-6oh,2	cl	imidazolium	inorganics	323,15	36,30
im-6oh,4	cl	imidazolium	inorganics	298,15	32,10
im-6oh,4	cl	imidazolium	inorganics	303,15	30,80
im-6oh,4	cl	imidazolium	inorganics	308,15	29,70
im-6oh,4	cl	imidazolium	inorganics	313,15	28,40
im-6oh,4	cl	imidazolium	inorganics	318,15	27,30
im-6oh,4	cl	imidazolium	inorganics	323,15	25,90
im-6oh	cl	imidazolium	inorganics	298,15	51,30
im-6oh	cl	imidazolium	inorganics	303,15	50,10
im-6oh	cl	imidazolium	inorganics	308,15	48,90
im-6oh	cl	imidazolium	inorganics	313,15	47,80
im-6oh	cl	imidazolium	inorganics	318,15	46,40
im-6oh	cl	imidazolium	inorganics	323,15	45,00
im-7,1,1	ntf2	imidazolium	bistriflamide derivatives	298,15	35,47
im-7,1,1	ntf2	imidazolium	bistriflamide derivatives	298,15	46,90
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	283,18	36,23
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	288,47	35,98
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	293,29	35,74
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	298,21	35,54
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	303,11	35,31
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	308,19	35,10
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	313,24	34,82
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	317,81	34,60
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	323,06	34,33
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	327,80	34,13
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	333,09	33,82
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	338,61	33,62
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	342,50	33,39
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	348,76	33,17
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	353,99	32,86
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	357,12	32,66
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	364,40	32,34
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	263,76	37,38
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	268,69	37,21
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	273,90	36,87
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	278,51	36,66
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	283,21	36,42
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	288,49	36,15
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	293,29	36,03
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	298,21	35,76
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	303,10	35,54
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	308,20	35,18
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	313,21	34,90
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	317,78	34,74
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	323,00	34,45
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	327,79	34,24
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	333,01	33,87
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	338,64	33,54
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	342,42	33,44
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	348,79	33,17
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	353,93	32,80
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	357,16	32,47
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	364,34	31,97
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	293,15	34,40
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	298,15	34,00
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	303,15	33,70
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	308,15	33,60
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	313,15	33,40
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	318,15	33,20
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	323,15	32,90
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	328,15	32,70
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	333,15	32,40
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	338,15	32,20
im-7,1	bf4	imidazolium	tetrafluoroborate derivatives	343,15	31,80
im-7,1	br	imidazolium	inorganics	313,61	34,57
im-7,1	br	imidazolium	inorganics	318,02	34,35
im-7,1	br	imidazolium	inorganics	323,13	34,09
im-7,1	br	imidazolium	inorganics	328,11	33,89
im-7,1	br	imidazolium	inorganics	333,24	33,58
im-7,1	br	imidazolium	inorganics	338,33	33,30
im-7,1	br	imidazolium	inorganics	341,91	33,14
im-7,1	br	imidazolium	inorganics	347,23	32,89
im-7,1	br	imidazolium	inorganics	353,14	32,61
im-7,1	br	imidazolium	inorganics	358,37	32,40
im-7,1	br	imidazolium	inorganics	361,80	32,17
im-7,1	br	imidazolium	inorganics	313,61	34,83
im-7,1	br	imidazolium	inorganics	317,99	34,50
im-7,1	br	imidazolium	inorganics	323,11	34,21
im-7,1	br	imidazolium	inorganics	328,07	34,30
im-7,1	br	imidazolium	inorganics	333,19	33,55
im-7,1	br	imidazolium	inorganics	338,33	33,25
im-7,1	br	imidazolium	inorganics	341,81	33,17
im-7,1	br	imidazolium	inorganics	347,18	33,07
im-7,1	br	imidazolium	inorganics	353,09	32,56
im-7,1	br	imidazolium	inorganics	358,31	32,41
im-7,1	br	imidazolium	inorganics	361,72	32,03
im-7,1	ccn3	imidazolium	methanides	299,17	39,64
im-7,1	ccn3	imidazolium	methanides	307,27	39,22
im-7,1	ccn3	imidazolium	methanides	316,54	38,55
im-7,1	ccn3	imidazolium	methanides	326,41	37,87
im-7,1	ccn3	imidazolium	methanides	337,36	37,15
im-7,1	hso4	imidazolium	sulfates	293,15	37,80
im-7,1	hso4	imidazolium	sulfates	298,15	37,50
im-7,1	hso4	imidazolium	sulfates	303,15	37,20
im-7,1	hso4	imidazolium	sulfates	308,15	36,80
im-7,1	hso4	imidazolium	sulfates	313,15	36,50
im-7,1	hso4	imidazolium	sulfates	318,15	36,10
im-7,1	hso4	imidazolium	sulfates	323,15	35,90
im-7,1	hso4	imidazolium	sulfates	328,15	35,60
im-7,1	hso4	imidazolium	sulfates	333,15	35,30
im-7,1	hso4	imidazolium	sulfates	338,15	35,00
im-7,1	hso4	imidazolium	sulfates	343,15	34,60
im-7,1	ntf2	imidazolium	bistriflamide derivatives	293,15	32,00
im-7,1	ntf2	imidazolium	bistriflamide derivatives	303,15	31,36
im-7,1	ntf2	imidazolium	bistriflamide derivatives	313,15	30,66
im-7,1	ntf2	imidazolium	bistriflamide derivatives	323,15	30,02
im-7,1	ntf2	imidazolium	bistriflamide derivatives	333,15	29,50
im-7,1	ntf2	imidazolium	bistriflamide derivatives	343,15	28,95
im-7,1	ntf2	imidazolium	bistriflamide derivatives	353,15	28,29
im-7,1	ntf2	imidazolium	bistriflamide derivatives	298,15	32,86
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	293,26	36,06
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	298,15	35,89
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	303,15	35,60
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	308,21	35,41
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	313,22	35,13
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	318,05	34,87
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	323,22	34,65
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	328,10	34,39
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	333,37	34,13
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	337,89	33,91
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	343,34	33,68
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	348,16	33,32
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	353,04	33,18
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	358,04	32,96
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	364,61	32,67
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	293,23	36,05
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	298,15	35,87
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	303,13	35,60
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	308,20	35,31
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	313,26	35,14
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	318,08	34,74
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	323,21	34,65
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	328,18	34,30
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	333,37	34,07
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	338,05	33,75
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	343,31	33,70
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	348,26	33,24
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	357,99	33,04
im-7,1	pf6	imidazolium	hexafluorophosphate derivatives	364,54	32,62
im-7,7	ntf2	imidazolium	bistriflamide derivatives	298,40	29,30
im-7,7	ntf2	imidazolium	bistriflamide derivatives	308,30	28,60
im-7,7	ntf2	imidazolium	bistriflamide derivatives	318,00	28,00
im-7,7	ntf2	imidazolium	bistriflamide derivatives	328,20	27,50
im-7,7	ntf2	imidazolium	bistriflamide derivatives	339,00	26,90
im-7,7	ntf2	imidazolium	bistriflamide derivatives	343,50	26,60
im-8,1,1	ntf2	imidazolium	bistriflamide derivatives	298,15	34,41
im-8,1	ala	imidazolium	aminoacids	293,15	28,24
im-8,1	ala	imidazolium	aminoacids	303,15	27,90
im-8,1	ala	imidazolium	aminoacids	313,15	27,23
im-8,1	ala	imidazolium	aminoacids	323,15	26,61
im-8,1	ala	imidazolium	aminoacids	333,15	26,11
im-8,1	ala	imidazolium	aminoacids	343,15	25,55
im-8,1	ala	imidazolium	aminoacids	353,15	24,99
im-8,1	asn	imidazolium	aminoacids	293,15	34,32
im-8,1	asn	imidazolium	aminoacids	303,15	33,70
im-8,1	asn	imidazolium	aminoacids	313,15	32,96
im-8,1	asn	imidazolium	aminoacids	323,15	31,99
im-8,1	asn	imidazolium	aminoacids	333,15	31,73
im-8,1	asn	imidazolium	aminoacids	343,15	30,88
im-8,1	asn	imidazolium	aminoacids	353,15	30,19
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	293,15	33,22
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	288,15	34,15
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	293,15	33,62
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	303,15	33,04
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	313,15	32,26
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	323,15	31,67
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	333,15	30,87
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	343,15	30,20
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	298,00	30,70
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	303,00	30,40
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	308,00	30,10
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	313,00	29,90
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	318,00	29,60
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	323,00	29,40
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	328,00	29,20
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	333,00	28,90
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	338,00	28,70
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	343,00	28,40
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	348,00	28,20
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	353,00	27,90
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	358,00	27,70
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	363,00	27,40
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	368,00	27,20
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	373,00	27,00
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	378,00	26,70
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	383,00	26,50
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	388,00	26,30
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	393,00	26,00
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	298,15	30,80
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	297,80	32,70
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	313,20	32,40
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	333,47	31,30
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	352,11	30,20
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	373,14	28,10
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	392,83	27,70
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	412,26	27,20
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	431,60	25,30
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	451,63	24,50
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	470,56	23,70
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	298,15	32,82
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	298,45	32,30
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	303,35	32,00
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	313,15	31,60
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	323,05	30,90
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	332,85	30,40
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	343,15	29,70
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	352,95	29,10
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	361,85	28,70
im-8,1	bf4	imidazolium	tetrafluoroborate derivatives	336,00	29,80
im-8,1	br	imidazolium	inorganics	298,15	31,60
im-8,1	br	imidazolium	inorganics	336,00	32,00
im-8,1	br	imidazolium	inorganics	303,23	32,52
im-8,1	br	imidazolium	inorganics	307,93	32,34
im-8,1	br	imidazolium	inorganics	313,51	32,16
im-8,1	br	imidazolium	inorganics	318,36	31,99
im-8,1	br	imidazolium	inorganics	323,33	31,75
im-8,1	br	imidazolium	inorganics	328,25	31,56
im-8,1	br	imidazolium	inorganics	332,60	31,43
im-8,1	br	imidazolium	inorganics	338,44	31,17
im-8,1	br	imidazolium	inorganics	343,07	30,89
im-8,1	br	imidazolium	inorganics	347,69	30,73
im-8,1	br	imidazolium	inorganics	352,50	30,58
im-8,1	br	imidazolium	inorganics	357,64	30,33
im-8,1	br	imidazolium	inorganics	360,88	30,24
im-8,1	br	imidazolium	inorganics	303,23	32,90
im-8,1	br	imidazolium	inorganics	307,95	32,68
im-8,1	br	imidazolium	inorganics	313,51	32,49
im-8,1	br	imidazolium	inorganics	318,37	32,28
im-8,1	br	imidazolium	inorganics	323,34	32,03
im-8,1	br	imidazolium	inorganics	328,26	31,79
im-8,1	br	imidazolium	inorganics	332,59	31,67
im-8,1	br	imidazolium	inorganics	338,40	31,50
im-8,1	br	imidazolium	inorganics	343,06	30,97
im-8,1	br	imidazolium	inorganics	347,49	30,57
im-8,1	br	imidazolium	inorganics	352,52	30,66
im-8,1	br	imidazolium	inorganics	357,51	30,27
im-8,1	br	imidazolium	inorganics	360,82	30,43
im-8,1	ccn3	imidazolium	methanides	283,28	40,07
im-8,1	ccn3	imidazolium	methanides	293,21	39,03
im-8,1	ccn3	imidazolium	methanides	303,32	38,38
im-8,1	ccn3	imidazolium	methanides	313,21	37,65
im-8,1	ccn3	imidazolium	methanides	323,12	36,89
im-8,1	ccn3	imidazolium	methanides	333,10	36,09
im-8,1	ccn3	imidazolium	methanides	343,16	35,31
im-8,1	ccn3	imidazolium	methanides	353,03	34,89
im-8,1	ccn3	imidazolium	methanides	297,65	35,64
im-8,1	ccn3	imidazolium	methanides	307,08	35,05
im-8,1	ccn3	imidazolium	methanides	318,84	34,18
im-8,1	ccn3	imidazolium	methanides	329,57	33,57
im-8,1	ccn3	imidazolium	methanides	340,06	33,04
im-8,1	cl	imidazolium	inorganics	293,15	26,20
im-8,1	cl	imidazolium	inorganics	298,00	31,90
im-8,1	cl	imidazolium	inorganics	303,00	31,70
im-8,1	cl	imidazolium	inorganics	308,00	31,50
im-8,1	cl	imidazolium	inorganics	313,00	31,20
im-8,1	cl	imidazolium	inorganics	318,00	30,90
im-8,1	cl	imidazolium	inorganics	323,00	30,60
im-8,1	cl	imidazolium	inorganics	328,00	30,30
im-8,1	cl	imidazolium	inorganics	333,00	30,00
im-8,1	cl	imidazolium	inorganics	338,00	29,70
im-8,1	cl	imidazolium	inorganics	343,00	29,50
im-8,1	cl	imidazolium	inorganics	348,00	29,20
im-8,1	cl	imidazolium	inorganics	353,00	28,90
im-8,1	cl	imidazolium	inorganics	358,00	28,70
im-8,1	cl	imidazolium	inorganics	363,00	28,40
im-8,1	cl	imidazolium	inorganics	368,00	28,20
im-8,1	cl	imidazolium	inorganics	373,00	27,90
im-8,1	cl	imidazolium	inorganics	378,00	27,60
im-8,1	cl	imidazolium	inorganics	383,00	27,40
im-8,1	cl	imidazolium	inorganics	388,00	27,00
im-8,1	cl	imidazolium	inorganics	393,00	26,70
im-8,1	cl	imidazolium	inorganics	298,15	30,90
im-8,1	cl	imidazolium	inorganics	336,00	30,50
im-8,1	cl	imidazolium	inorganics	298,15	33,80
im-8,1	cl	imidazolium	inorganics	298,15	32,30
im-8,1	cl	imidazolium	inorganics	303,15	32,00
im-8,1	cl	imidazolium	inorganics	313,15	31,40
im-8,1	cl	imidazolium	inorganics	323,15	30,90
im-8,1	cl	imidazolium	inorganics	333,15	30,20
im-8,1	cl	imidazolium	inorganics	343,15	29,80
im-8,1	cl	imidazolium	inorganics	353,15	29,20
im-8,1	cl	imidazolium	inorganics	363,15	28,80
im-8,1	dca	imidazolium	dicyanamides	293,15	36,86
im-8,1	fap	imidazolium	hexafluorophosphate derivatives	298,15	30,30
im-8,1	gly	imidazolium	aminoacids	293,15	35,37
im-8,1	gly	imidazolium	aminoacids	303,15	33,98
im-8,1	gly	imidazolium	aminoacids	313,15	32,81
im-8,1	gly	imidazolium	aminoacids	323,15	31,35
im-8,1	gly	imidazolium	aminoacids	333,15	30,07
im-8,1	gly	imidazolium	aminoacids	343,15	28,75
im-8,1	gly	imidazolium	aminoacids	353,15	27,42
im-8,1	gly	imidazolium	aminoacids	283,15	36,80
im-8,1	gly	imidazolium	aminoacids	293,15	35,33
im-8,1	gly	imidazolium	aminoacids	298,15	34,70
im-8,1	gly	imidazolium	aminoacids	303,15	33,90
im-8,1	gly	imidazolium	aminoacids	313,15	32,40
im-8,1	gly	imidazolium	aminoacids	323,15	31,00
im-8,1	gly	imidazolium	aminoacids	333,15	29,70
im-8,1	gly	imidazolium	aminoacids	343,15	28,20
im-8,1	gly	imidazolium	aminoacids	353,15	26,90
im-8,1	gly	imidazolium	aminoacids	363,15	25,60
im-8,1	h2po4	imidazolium	phosphates	323,15	63,20
im-8,1	h2po4	imidazolium	phosphates	333,15	59,45
im-8,1	h2po4	imidazolium	phosphates	343,15	55,29
im-8,1	h2po4	imidazolium	phosphates	353,15	50,80
im-8,1	h2po4	imidazolium	phosphates	363,15	46,02
im-8,1	h3p2o7	imidazolium	phosphates	323,15	56,50
im-8,1	h3p2o7	imidazolium	phosphates	333,15	52,10
im-8,1	h3p2o7	imidazolium	phosphates	343,15	48,01
im-8,1	h3p2o7	imidazolium	phosphates	353,15	44,18
im-8,1	h3p2o7	imidazolium	phosphates	363,15	40,70
im-8,1	i	imidazolium	inorganics	298,15	32,70
im-8,1	no3	imidazolium	inorganics	298,15	33,30
im-8,1	npf2	imidazolium	bistriflamide derivatives	298,15	27,70
im-8,1	ntf2	imidazolium	bistriflamide derivatives	293,15	30,55
im-8,1	ntf2	imidazolium	bistriflamide derivatives	293,15	31,93
im-8,1	ntf2	imidazolium	bistriflamide derivatives	303,15	31,30
im-8,1	ntf2	imidazolium	bistriflamide derivatives	313,15	30,57
im-8,1	ntf2	imidazolium	bistriflamide derivatives	323,15	29,98
im-8,1	ntf2	imidazolium	bistriflamide derivatives	333,15	29,40
im-8,1	ntf2	imidazolium	bistriflamide derivatives	343,15	28,86
im-8,1	ntf2	imidazolium	bistriflamide derivatives	298,15	32,75
im-8,1	ntf2	imidazolium	bistriflamide derivatives	298,15	29,50
im-8,1	ntf2	imidazolium	bistriflamide derivatives	298,20	31,44
im-8,1	ntf2	imidazolium	bistriflamide derivatives	473,60	20,70
im-8,1	ntf2	imidazolium	bistriflamide derivatives	493,00	20,10
im-8,1	ntf2	imidazolium	bistriflamide derivatives	512,60	19,20
im-8,1	ntf2	imidazolium	bistriflamide derivatives	313,20	28,50
im-8,1	ntf2	imidazolium	bistriflamide derivatives	332,60	27,40
im-8,1	ntf2	imidazolium	bistriflamide derivatives	352,80	26,10
im-8,1	ntf2	imidazolium	bistriflamide derivatives	372,80	25,20
im-8,1	ntf2	imidazolium	bistriflamide derivatives	392,90	24,00
im-8,1	ntf2	imidazolium	bistriflamide derivatives	412,90	23,10
im-8,1	ntf2	imidazolium	bistriflamide derivatives	432,80	22,10
im-8,1	ntf2	imidazolium	bistriflamide derivatives	452,50	21,50
im-8,1	ntf2	imidazolium	bistriflamide derivatives	298,15	30,63
